,Request Id,request_execution_plus_preemption_time,cdf
0,1,5.690974555393115,0.0078125
2,2,5.690974555393115,0.015625
18,18,5.690974555393115,0.0234375
20,20,5.690974555393115,0.03125
22,22,5.690974555393115,0.0390625
23,23,5.690974555393115,0.046875
25,25,5.690974555393115,0.0546875
26,26,5.690974555393115,0.0625
30,30,5.690974555393115,0.0703125
31,31,5.690974555393115,0.078125
32,32,5.690974555393115,0.0859375
33,33,5.690974555393115,0.09375
34,34,5.690974555393115,0.1015625
36,36,5.690974555393115,0.109375
53,53,5.690974555393115,0.1171875
56,56,5.690974555393115,0.125
59,59,5.690974555393115,0.1328125
60,60,5.690974555393115,0.140625
61,61,5.690974555393115,0.1484375
62,62,5.690974555393115,0.15625
63,63,5.690974555393115,0.1640625
65,65,5.690974555393115,0.171875
72,72,5.690974555393115,0.1796875
74,74,5.690974555393115,0.1875
75,75,5.690974555393115,0.1953125
77,77,5.690974555393115,0.203125
84,84,5.690974555393115,0.2109375
94,94,5.690974555393115,0.21875
95,95,5.690974555393115,0.2265625
96,96,5.690974555393115,0.234375
97,97,5.690974555393115,0.2421875
98,98,5.690974555393115,0.25
99,100,5.690974555393115,0.2578125
107,107,5.690974555393115,0.265625
109,109,5.690974555393115,0.2734375
110,110,5.690974555393115,0.28125
112,112,5.690974555393115,0.2890625
114,114,5.690974555393115,0.296875
116,116,5.690974555393115,0.3046875
118,118,5.690974555393115,0.3125
120,120,5.690974555393115,0.3203125
123,124,5.690974555393115,0.328125
127,127,5.690974555393115,0.3359375
21,21,5.703254748096904,0.34375
29,29,5.7066537484762,0.3515625
37,37,5.7079472557427255,0.359375
92,92,5.708146365168345,0.3671875
58,58,5.710237718137348,0.375
51,51,5.711034155839825,0.3828125
28,28,5.7124279218191605,0.390625
73,73,5.7128261406703995,0.3984375
5,5,5.712928408983209,0.40625
108,108,5.715709365429069,0.4140625
82,82,5.716223522993117,0.421875
16,16,5.716429467618736,0.4296875
50,50,5.717459190746832,0.4375
106,106,5.717562867059642,0.4453125
121,121,5.717768811685261,0.453125
68,68,5.718592590187738,0.4609375
93,93,5.719504006603024,0.46875
80,80,5.720913492720786,0.4765625
19,19,5.721633038028483,0.484375
14,14,5.721825469298852,0.4921875
4,4,5.72232354203855,0.5
57,57,5.728742670088958,0.5078125
52,52,5.7296533714426765,0.515625
117,117,5.730407638570772,0.5234375
105,105,5.730933935960439,0.53125
101,101,5.731614465975726,0.5390625
126,126,5.733273853657537,0.546875
17,17,5.733649297621585,0.5546875
81,81,5.7338001510472045,0.5625
49,49,5.735031826541799,0.5703125
90,90,5.735921221718684,0.578125
70,70,5.736068951944303,0.5859375
113,113,5.7370275088108285,0.59375
85,85,5.73881400223107,0.6015625
69,69,5.739684908384783,0.609375
8,9,5.74129660695378,0.6171875
125,125,5.74400868270211,0.625
13,13,5.746008215635162,0.6328125
89,89,5.747546317891357,0.640625
27,27,5.822582078313881,0.6484375
35,35,5.823561921580403,0.65625
88,88,5.823712775006022,0.6640625
54,54,5.825297439975018,0.671875
24,24,5.826956827656824,0.6796875
71,71,5.827258534508061,0.6875
3,3,5.827333257220871,0.6953125
38,38,5.828389231200202,0.703125
104,104,5.829370482466723,0.7109375
78,78,5.82974691203077,0.71875
102,102,5.830728163297292,0.7265625
119,119,5.8308790167229105,0.734375
64,64,5.831482430425385,0.7421875
91,91,5.832157584440674,0.75
76,76,5.833427371358444,0.7578125
1,0,5.834697721476209,0.765625
55,55,5.840908260726617,0.7734375
115,115,5.84257092520843,0.78125
103,103,5.843094534598097,0.7890625
100,99,5.843771608613383,0.796875
122,122,5.845422548295193,0.8046875
15,15,5.845796072259241,0.8125
79,79,5.84594615768486,0.8203125
9,8,5.8477026973666675,0.828125
86,86,5.848278965956334,0.8359375
66,66,5.848443131381953,0.84375
111,111,5.849508517048476,0.8515625
83,83,5.851562274468717,0.859375
67,67,5.8527675678224345,0.8671875
7,7,5.854957723991443,0.875
124,123,5.858609972539792,0.8828125
43,43,5.859418237442271,0.890625
11,11,5.861236833472846,0.8984375
87,87,5.863257495729041,0.90625
12,12,5.87432568639229,0.9140625
42,42,5.874629409586908,0.921875
46,46,5.878257842971199,0.9296875
45,45,5.879550221888965,0.9375
6,6,5.8797635530069865,0.9453125
10,10,5.879866934677369,0.953125
47,47,5.901596652543031,0.9609375
48,48,5.9068713223728375,0.96875
44,44,5.909597088485207,0.9765625
39,39,5.99136559689939,0.984375
40,40,6.013055069621679,0.9921875
41,41,6.032618690874123,1.0
