,Request Id,prefill_e2e_time,cdf
98,98,0.15449373297315105,0.0078125
122,124,0.15449373297315105,0.015625
33,33,0.15449373297315816,0.0234375
0,0,0.15449373297316038,0.03125
65,65,0.17226035572778642,0.0390625
25,25,0.1727462740262169,0.046875
110,110,0.17320542333712297,0.0546875
115,115,0.17386766284207056,0.0625
61,61,0.17405120983983124,0.0703125
86,86,0.17408740605199569,0.078125
78,78,0.17558032989379058,0.0859375
62,62,0.1756436478648027,0.09375
109,109,0.17577048830247577,0.1015625
72,72,0.17588909881612835,0.109375
37,37,0.17715535399447901,0.1171875
111,111,0.17718437879889848,0.125
64,64,0.1772476369434628,0.1328125
79,79,0.17777052075149413,0.140625
97,97,0.17794850732403233,0.1484375
117,117,0.17799332931372192,0.15625
73,73,0.17811779560901186,0.1640625
74,74,0.17824762210392464,0.171875
39,39,0.17825634029331638,0.1796875
84,84,0.17844056940052155,0.1875
57,57,0.17851160717684422,0.1953125
116,116,0.1787319853542897,0.203125
34,34,0.1789223701112519,0.2109375
87,87,0.1792033646619302,0.21875
60,60,0.17934414645675645,0.2265625
30,30,0.17939123344251584,0.234375
123,122,0.1795382553136733,0.2421875
77,77,0.1797435601012296,0.25
112,112,0.18005822302944807,0.2578125
38,38,0.1800891258362185,0.265625
36,36,0.18060895217112716,0.2734375
21,21,0.1806137108454422,0.28125
24,24,0.18085543666980186,0.2890625
6,6,0.1811874456525029,0.296875
101,101,0.18155143099681936,0.3046875
27,27,0.18160387310792458,0.3125
75,75,0.18185296084229208,0.3203125
56,56,0.18238450655019278,0.328125
113,113,0.18261237799754326,0.3359375
31,31,0.18304245755309267,0.34375
76,76,0.183600965631058,0.3515625
118,118,0.1836341126251,0.359375
55,55,0.183887450745587,0.3671875
85,85,0.18406013520439046,0.375
2,2,0.18442993439081823,0.3828125
102,102,0.1846278139306321,0.390625
26,26,0.1848804802795101,0.3984375
7,7,0.18493529847885348,0.40625
35,35,0.18556689271778026,0.4140625
42,42,0.1856714123504588,0.421875
127,127,0.18570270125729849,0.4296875
32,32,0.18574024138370504,0.4375
124,123,0.18583158714392312,0.4453125
104,104,0.1860193276674238,0.453125
105,105,0.18610081933221068,0.4609375
63,63,0.18614493934391874,0.46875
120,120,0.18668729329061762,0.4765625
58,58,0.18699578338127765,0.484375
54,54,0.18716484766781605,0.4921875
114,114,0.1877135861889485,0.5
3,3,0.18821378293574753,0.5078125
23,23,0.18893593538186337,0.515625
106,106,0.1889498940296903,0.5234375
28,28,0.1891089805291415,0.53125
81,81,0.18914874289734485,0.5390625
83,83,0.18963063129319835,0.546875
68,68,0.19030367466433518,0.5546875
53,53,0.1905247703647035,0.5625
96,96,0.19054721308717149,0.5703125
20,20,0.1908164318767689,0.578125
119,119,0.19141430872124943,0.5859375
121,121,0.1924004709174767,0.59375
70,70,0.1928787738609543,0.6015625
29,29,0.19291728791390028,0.609375
80,80,0.19371154859740614,0.6171875
91,91,0.19422182857721282,0.625
103,103,0.1942517992317505,0.6328125
22,22,0.1946530178693351,0.640625
82,82,0.1951466622683995,0.6484375
10,10,0.1953388626535304,0.65625
108,108,0.1963104421443802,0.6640625
59,59,0.19644220779605348,0.671875
4,4,0.19658088835652343,0.6796875
69,69,0.19674974277585022,0.6875
90,90,0.1983434575789147,0.6953125
5,5,0.1989234655757972,0.703125
92,92,0.1991714199247383,0.7109375
107,107,0.19922204025377255,0.71875
71,71,0.20137743308491451,0.7265625
40,40,0.20605059330863185,0.734375
99,99,0.20677572147747014,0.7421875
66,66,0.20687196857515744,0.75
45,45,0.20754515285159414,0.7578125
44,44,0.20932166580328726,0.765625
50,50,0.20995151699382575,0.7734375
8,8,0.21017547622403043,0.78125
49,49,0.21368275641926004,0.7890625
46,46,0.21391334039263654,0.796875
47,47,0.21419812229805757,0.8046875
13,13,0.21471666425317437,0.8125
88,88,0.21546806940003194,0.8203125
14,14,0.21633487878181157,0.828125
11,11,0.21726716026872062,0.8359375
48,48,0.21728991786615381,0.84375
16,16,0.21872868784896937,0.8515625
15,15,0.2188153435894158,0.859375
18,18,0.21928118444139955,0.8671875
17,17,0.22031266473253197,0.875
95,95,0.22118327403333637,0.8828125
125,125,0.2215333996417428,0.890625
93,93,0.22290568463969862,0.8984375
51,51,0.2242098273267743,0.90625
52,52,0.22521178615797055,0.9140625
43,43,0.22893008332110298,0.921875
41,41,0.2508452430965633,0.9296875
94,94,0.2516770605982117,0.9375
1,1,0.27409124330771206,0.9453125
67,67,0.28009421590324735,0.953125
89,89,0.2874342898280986,0.9609375
9,9,0.29341663831845466,0.96875
12,12,0.3100481163082538,0.9765625
100,100,0.3198080347173118,0.984375
126,126,0.3261578598902304,0.9921875
19,19,0.35194484307625373,1.0
