,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
76,76,8.302419402178574e-05,0.0078125
77,77,8.302419402178574e-05,0.015625
83,83,8.302419402178574e-05,0.0234375
86,86,8.302419402178574e-05,0.03125
87,87,8.302419402178574e-05,0.0390625
96,96,8.302419402178574e-05,0.046875
97,97,8.302419402178574e-05,0.0546875
98,98,8.302419402178574e-05,0.0625
99,99,8.302419402178574e-05,0.0703125
109,109,8.302419402178574e-05,0.078125
110,110,8.302419402178574e-05,0.0859375
115,115,8.302419402178574e-05,0.09375
6,6,8.302419402179094e-05,0.1015625
0,1,8.302419402179202e-05,0.109375
1,0,8.302419402179202e-05,0.1171875
24,24,8.302419402179267e-05,0.125
25,25,8.302419402179267e-05,0.1328125
31,31,8.302419402179267e-05,0.140625
33,33,8.302419402179267e-05,0.1484375
34,34,8.302419402179267e-05,0.15625
38,38,8.302419402179961e-05,0.1640625
53,53,8.302419402179961e-05,0.171875
54,54,8.302419402179961e-05,0.1796875
60,60,8.302419402179961e-05,0.1875
61,61,8.302419402179961e-05,0.1953125
64,64,8.302419402179961e-05,0.203125
65,65,8.302419402179961e-05,0.2109375
71,71,8.302419402179961e-05,0.21875
72,72,8.302419402179961e-05,0.2265625
39,39,8.980014986867402e-05,0.234375
9,8,9.051489112016364e-05,0.2421875
23,23,9.051489112016364e-05,0.25
26,26,9.051489112016364e-05,0.2578125
3,3,9.051489112016408e-05,0.265625
79,79,9.051489112017752e-05,0.2734375
93,94,9.051489112017752e-05,0.28125
124,124,9.051489112017752e-05,0.2890625
66,67,9.052323487015318e-05,0.296875
27,27,9.052323487016359e-05,0.3046875
2,2,9.052323487016402e-05,0.3125
88,89,9.0523234870174e-05,0.3203125
85,85,9.053501612017734e-05,0.328125
78,78,9.056520362017706e-05,0.3359375
89,88,9.056520362017706e-05,0.34375
104,104,9.056520362017706e-05,0.3515625
112,112,9.056520362017706e-05,0.359375
113,113,9.056520362017706e-05,0.3671875
57,57,9.058145362016157e-05,0.375
67,66,9.058145362016157e-05,0.3828125
75,75,9.058145362016157e-05,0.390625
120,120,9.058145362016157e-05,0.3984375
20,20,9.058145362016504e-05,0.40625
22,22,9.058145362016504e-05,0.4140625
73,73,9.058214112014906e-05,0.421875
84,84,9.058214112014906e-05,0.4296875
102,102,9.058214112014906e-05,0.4375
111,111,9.058214112014906e-05,0.4453125
114,114,9.058214112014906e-05,0.453125
116,116,9.058214112014906e-05,0.4609375
121,121,9.058214112014906e-05,0.46875
122,122,9.058214112014906e-05,0.4765625
123,123,9.058214112014906e-05,0.484375
127,127,9.058214112014906e-05,0.4921875
5,5,9.058214112016381e-05,0.5
7,7,9.058214112016381e-05,0.5078125
18,18,9.058214112016467e-05,0.515625
21,21,9.058214112016467e-05,0.5234375
29,29,9.058214112016641e-05,0.53125
30,30,9.058214112016641e-05,0.5390625
36,36,9.058214112016988e-05,0.546875
37,37,9.058214112016988e-05,0.5546875
74,74,9.058220362016811e-05,0.5625
41,41,9.058239112015587e-05,0.5703125
56,56,9.058239112015587e-05,0.578125
35,35,9.058239112016281e-05,0.5859375
101,101,9.058239112016975e-05,0.59375
105,105,9.058239112016975e-05,0.6015625
117,117,9.058239112016975e-05,0.609375
40,40,9.058526612015089e-05,0.6171875
55,55,9.058526612015089e-05,0.625
62,62,9.058526612015089e-05,0.6328125
63,63,9.058526612015089e-05,0.640625
32,32,9.058526612016823e-05,0.6484375
94,93,9.05852661201717e-05,0.65625
100,100,9.05852661201717e-05,0.6640625
103,103,9.05852661201717e-05,0.671875
118,118,9.05852661201717e-05,0.6796875
10,10,9.085519209807262e-05,0.6875
90,90,9.085519209807436e-05,0.6953125
126,126,9.085519209807436e-05,0.703125
8,9,9.085828584807186e-05,0.7109375
4,4,9.08582858480723e-05,0.71875
80,80,9.085828584808053e-05,0.7265625
82,82,9.085828584808053e-05,0.734375
95,95,9.085828584808053e-05,0.7421875
106,106,9.085828584808053e-05,0.75
108,108,9.085828584808053e-05,0.7578125
119,119,9.085828584808053e-05,0.765625
125,125,9.085828584808053e-05,0.7734375
69,69,9.086069209806452e-05,0.78125
81,81,9.086172334805964e-05,0.7890625
91,91,9.086172334805964e-05,0.796875
107,107,9.086172334805964e-05,0.8046875
11,11,9.086172334807179e-05,0.8125
42,42,9.086172334807352e-05,0.8203125
43,43,9.086172334807352e-05,0.828125
59,59,9.086172334807352e-05,0.8359375
68,68,9.086172334807352e-05,0.84375
17,17,9.08620670980742e-05,0.8515625
58,58,9.08620670980742e-05,0.859375
19,19,9.086344209807175e-05,0.8671875
28,28,9.086344209807348e-05,0.875
92,92,9.087169209807955e-05,0.8828125
46,46,9.162397697209251e-05,0.890625
12,12,9.164305509709678e-05,0.8984375
13,13,9.164305509709765e-05,0.90625
45,45,9.16430550971098e-05,0.9140625
44,44,9.170149259708771e-05,0.921875
70,70,9.170149259708771e-05,0.9296875
16,16,9.172280509709557e-05,0.9375
15,15,9.172363009709444e-05,0.9453125
47,47,9.222489269349737e-05,0.953125
49,49,9.229914269349992e-05,0.9609375
50,50,9.229914269349992e-05,0.96875
51,51,9.229914269349992e-05,0.9765625
14,14,9.229914269350166e-05,0.984375
48,48,9.239229894350554e-05,0.9921875
52,52,9.239229894350554e-05,1.0
