,Request Id,decode_time_execution_plus_preemption_normalized,cdf
22,22,0.010155963312532282,0.0078125
23,23,0.010155963312532282,0.015625
25,25,0.010155963312532282,0.0234375
26,26,0.010155963312532282,0.03125
27,27,0.010155963312532282,0.0390625
29,29,0.010155963312532282,0.046875
30,30,0.010155963312532282,0.0546875
31,31,0.010155963312532282,0.0625
32,32,0.010155963312532282,0.0703125
33,33,0.010155963312532434,0.078125
21,21,0.01015596331253265,0.0859375
20,20,0.010155963312532726,0.09375
0,1,0.01015596331253307,0.1015625
2,2,0.010155963312533094,0.109375
18,18,0.010155963312533163,0.1171875
19,19,0.010155963312533163,0.125
34,34,0.01015596331253317,0.1328125
35,35,0.010155963312534044,0.140625
36,36,0.010155963312534044,0.1484375
37,37,0.010155963312534044,0.15625
53,53,0.010155963312534044,0.1640625
56,56,0.010155963312534044,0.171875
59,59,0.010155963312534044,0.1796875
60,60,0.010155963312534044,0.1875
61,61,0.010155963312534044,0.1953125
62,62,0.010155963312534044,0.203125
63,63,0.010155963312534044,0.2109375
65,65,0.010155963312534044,0.21875
72,72,0.010155963312536626,0.2265625
74,74,0.010155963312537597,0.234375
75,75,0.010155963312537597,0.2421875
77,77,0.010155963312537597,0.25
84,84,0.010155963312537597,0.2578125
87,88,0.010155963312537597,0.265625
92,92,0.010155963312537597,0.2734375
94,94,0.010155963312537597,0.28125
95,95,0.010155963312537597,0.2890625
96,96,0.010155963312537597,0.296875
97,97,0.010155963312537597,0.3046875
98,98,0.010155963312537597,0.3125
99,100,0.010155963312537597,0.3203125
107,107,0.010155963312537597,0.328125
109,109,0.010155963312537597,0.3359375
110,110,0.010155963312537597,0.34375
112,112,0.010155963312537597,0.3515625
114,114,0.010155963312537597,0.359375
116,116,0.010155963312537597,0.3671875
118,118,0.010155963312537597,0.375
120,120,0.010155963312537597,0.3828125
123,124,0.010155963312537597,0.390625
127,127,0.010155963312537597,0.3984375
58,58,0.010169139145867478,0.40625
28,28,0.010214373145865832,0.4140625
73,73,0.010221912145869483,0.421875
5,5,0.010223779479199557,0.4296875
51,51,0.01024829864586807,0.4375
108,108,0.010276552479201617,0.4453125
82,82,0.010287004979201486,0.453125
106,106,0.0103096694792012,0.4609375
121,121,0.010313153645867823,0.46875
68,68,0.010328814979201795,0.4765625
16,16,0.010332299145866482,0.484375
93,93,0.01034451114586743,0.4921875
50,50,0.010358447812535226,0.5
80,80,0.010375868645867037,0.5078125
54,54,0.01040022513906852,0.515625
4,4,0.010407922729199659,0.5234375
24,24,0.010434143139067,0.53125
14,14,0.010436623479199804,0.5390625
71,71,0.010439796139067592,0.546875
3,3,0.010441191972400898,0.5546875
38,38,0.010462408139068458,0.5625
104,104,0.010480861722403645,0.5703125
78,78,0.010489933722403533,0.578125
102,102,0.010509607139069954,0.5859375
119,119,0.010512631139069917,0.59375
64,64,0.010526221722402113,0.6015625
91,91,0.01053984713906958,0.609375
57,57,0.010551821812534778,0.6171875
76,76,0.010567063139069244,0.625
117,117,0.010590250895864628,0.6328125
1,0,0.010595944472400882,0.640625
105,105,0.010603415312531006,0.6484375
52,52,0.010604776645867953,0.65625
101,101,0.010617221312530567,0.6640625
49,49,0.010630471312534473,0.671875
125,126,0.010654555312529401,0.6796875
17,17,0.010662527479200087,0.6875
81,81,0.010665638645862396,0.6953125
90,90,0.010713376145861209,0.703125
70,70,0.01071812789586829,0.7109375
55,55,0.010730049639067846,0.71875
113,113,0.010737682812527738,0.7265625
115,115,0.01076656588906777,0.734375
85,85,0.010778894562527508,0.7421875
103,103,0.010779314472400825,0.75
100,99,0.010793868972400367,0.7578125
69,69,0.010798343229201174,0.765625
9,9,0.010830104312533076,0.7734375
122,122,0.01083319897239915,0.78125
15,15,0.010841586972401535,0.7890625
79,79,0.010844864472398796,0.796875
126,125,0.010883919145860843,0.8046875
8,8,0.010884224639068008,0.8125
86,86,0.01089560722239763,0.8203125
66,66,0.010900762972401362,0.828125
6,6,0.010913993639067584,0.8359375
111,111,0.01092206855573058,0.84375
13,13,0.01092215922920036,0.8515625
89,89,0.01095018697919381,0.859375
83,83,0.010966916305729935,0.8671875
67,67,0.01098815722240154,0.875
7,7,0.011024980139067504,0.8828125
42,42,0.011061173055735563,0.890625
39,39,0.011068137188595867,0.8984375
12,12,0.01107621863906804,0.90625
124,123,0.011087308055729495,0.9140625
43,43,0.011102831639068278,0.921875
11,11,0.011137685722401494,0.9296875
46,46,0.01117316097240284,0.9375
88,87,0.01117561497239511,0.9453125
10,10,0.011196673805734438,0.953125
45,45,0.011199881972402348,0.9609375
48,48,0.011255621139067223,0.96875
47,47,0.011287289195394845,0.9765625
40,40,0.011294447938595187,0.984375
44,44,0.01131012402872772,0.9921875
41,41,0.011513939411589846,1.0
