,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
74,74,7.543639305329641e-05,0.0078125
75,75,7.543639305329641e-05,0.015625
76,76,7.543639305329641e-05,0.0234375
77,77,7.543639305329641e-05,0.03125
78,78,7.543639305329641e-05,0.0390625
79,79,7.543639305329641e-05,0.046875
83,83,7.543639305329641e-05,0.0546875
84,84,7.543639305329641e-05,0.0625
86,86,7.543639305329641e-05,0.0703125
87,88,7.543639305329641e-05,0.078125
88,87,7.543639305329641e-05,0.0859375
91,91,7.543639305329641e-05,0.09375
92,92,7.543639305329641e-05,0.1015625
94,94,7.543639305329641e-05,0.109375
95,95,7.543639305329641e-05,0.1171875
96,96,7.543639305329641e-05,0.125
97,97,7.543639305329641e-05,0.1328125
98,98,7.543639305329641e-05,0.140625
99,100,7.543639305329641e-05,0.1484375
100,99,7.543639305329641e-05,0.15625
102,102,7.543639305329641e-05,0.1640625
103,103,7.543639305329641e-05,0.171875
104,104,7.543639305329641e-05,0.1796875
107,107,7.543639305329641e-05,0.1875
109,109,7.543639305329641e-05,0.1953125
110,110,7.543639305329641e-05,0.203125
111,111,7.543639305329641e-05,0.2109375
112,112,7.543639305329641e-05,0.21875
114,114,7.543639305329641e-05,0.2265625
115,115,7.543639305329641e-05,0.234375
116,116,7.543639305329641e-05,0.2421875
118,118,7.543639305329641e-05,0.25
119,119,7.543639305329641e-05,0.2578125
120,120,7.543639305329641e-05,0.265625
122,122,7.543639305329641e-05,0.2734375
123,124,7.543639305329641e-05,0.28125
124,123,7.543639305329641e-05,0.2890625
127,127,7.543639305329641e-05,0.296875
22,22,7.543639305329988e-05,0.3046875
23,23,7.543639305329988e-05,0.3125
24,24,7.543639305329988e-05,0.3203125
25,25,7.543639305329988e-05,0.328125
26,26,7.543639305329988e-05,0.3359375
27,27,7.543639305329988e-05,0.34375
29,29,7.543639305329988e-05,0.3515625
30,30,7.543639305329988e-05,0.359375
31,31,7.543639305329988e-05,0.3671875
32,32,7.543639305329988e-05,0.375
33,33,7.543639305329988e-05,0.3828125
34,34,7.543639305329988e-05,0.390625
35,35,7.543639305329988e-05,0.3984375
6,6,7.543639305330075e-05,0.40625
7,7,7.543639305330075e-05,0.4140625
8,8,7.543639305330075e-05,0.421875
11,11,7.543639305330075e-05,0.4296875
0,1,7.543639305330097e-05,0.4375
1,0,7.543639305330097e-05,0.4453125
2,2,7.543639305330097e-05,0.453125
3,3,7.543639305330097e-05,0.4609375
15,15,7.543639305330162e-05,0.46875
18,18,7.543639305330162e-05,0.4765625
19,19,7.543639305330162e-05,0.484375
20,20,7.543639305330162e-05,0.4921875
21,21,7.543639305330162e-05,0.5
36,36,7.543639305330335e-05,0.5078125
37,37,7.543639305330335e-05,0.515625
38,38,7.543639305330335e-05,0.5234375
39,39,7.543639305330335e-05,0.53125
40,40,7.543639305330335e-05,0.5390625
43,43,7.543639305330335e-05,0.546875
53,53,7.543639305330335e-05,0.5546875
54,54,7.543639305330335e-05,0.5625
55,55,7.543639305330335e-05,0.5703125
56,56,7.543639305330335e-05,0.578125
59,59,7.543639305330335e-05,0.5859375
60,60,7.543639305330335e-05,0.59375
61,61,7.543639305330335e-05,0.6015625
62,62,7.543639305330335e-05,0.609375
63,63,7.543639305330335e-05,0.6171875
64,64,7.543639305330335e-05,0.625
65,65,7.543639305330335e-05,0.6328125
66,66,7.543639305330335e-05,0.640625
67,67,7.543639305330335e-05,0.6484375
71,71,7.543639305330335e-05,0.65625
72,72,7.543639305330335e-05,0.6640625
89,89,8.313241622071033e-05,0.671875
13,13,8.313241622071726e-05,0.6796875
45,45,8.31324162207242e-05,0.6875
126,125,8.327508288738517e-05,0.6953125
69,69,8.331074955404e-05,0.703125
9,9,8.33107495540504e-05,0.7109375
44,44,8.336272872071226e-05,0.71875
46,46,8.336272872071226e-05,0.7265625
70,70,8.336272872071226e-05,0.734375
12,12,8.33627287207166e-05,0.7421875
10,10,8.336272872071747e-05,0.75
85,85,8.336272872072614e-05,0.7578125
90,90,8.336272872072614e-05,0.765625
113,113,8.336272872072614e-05,0.7734375
41,41,8.338158288737768e-05,0.78125
52,52,8.338158288737768e-05,0.7890625
17,17,8.338158288738289e-05,0.796875
81,81,8.338158288738462e-05,0.8046875
101,101,8.338158288738462e-05,0.8125
105,105,8.338158288738462e-05,0.8203125
125,126,8.338158288738462e-05,0.828125
117,117,8.348554122071528e-05,0.8359375
57,57,8.348554122072221e-05,0.84375
4,4,8.35310620540511e-05,0.8515625
14,14,8.35310620540524e-05,0.859375
50,50,8.359835372071661e-05,0.8671875
68,68,8.359835372071661e-05,0.875
16,16,8.359835372071835e-05,0.8828125
80,80,8.359835372072355e-05,0.890625
82,82,8.359835372072355e-05,0.8984375
93,93,8.359835372072355e-05,0.90625
106,106,8.359835372072355e-05,0.9140625
108,108,8.359835372072355e-05,0.921875
121,121,8.359835372072355e-05,0.9296875
28,28,8.372179122071582e-05,0.9375
42,42,8.372179122071582e-05,0.9453125
51,51,8.372179122071582e-05,0.953125
58,58,8.372179122071582e-05,0.9609375
5,5,8.372179122071756e-05,0.96875
73,73,8.372179122073664e-05,0.9765625
47,47,8.570176363571769e-05,0.984375
48,48,8.570176363571769e-05,0.9921875
49,49,8.570176363571769e-05,1.0
