,Request Id,prefill_time_execution_plus_preemption,cdf
74,74,0.15449373297315105,0.0078125
75,75,0.15449373297315105,0.015625
76,76,0.15449373297315105,0.0234375
77,77,0.15449373297315105,0.03125
78,78,0.15449373297315105,0.0390625
79,79,0.15449373297315105,0.046875
83,83,0.15449373297315105,0.0546875
84,84,0.15449373297315105,0.0625
86,86,0.15449373297315105,0.0703125
87,88,0.15449373297315105,0.078125
88,87,0.15449373297315105,0.0859375
91,91,0.15449373297315105,0.09375
92,92,0.15449373297315105,0.1015625
94,94,0.15449373297315105,0.109375
95,95,0.15449373297315105,0.1171875
96,96,0.15449373297315105,0.125
97,97,0.15449373297315105,0.1328125
98,98,0.15449373297315105,0.140625
99,100,0.15449373297315105,0.1484375
100,99,0.15449373297315105,0.15625
102,102,0.15449373297315105,0.1640625
103,103,0.15449373297315105,0.171875
104,104,0.15449373297315105,0.1796875
107,107,0.15449373297315105,0.1875
109,109,0.15449373297315105,0.1953125
110,110,0.15449373297315105,0.203125
111,111,0.15449373297315105,0.2109375
112,112,0.15449373297315105,0.21875
114,114,0.15449373297315105,0.2265625
115,115,0.15449373297315105,0.234375
116,116,0.15449373297315105,0.2421875
118,118,0.15449373297315105,0.25
119,119,0.15449373297315105,0.2578125
120,120,0.15449373297315105,0.265625
122,122,0.15449373297315105,0.2734375
123,124,0.15449373297315105,0.28125
124,123,0.15449373297315105,0.2890625
127,127,0.15449373297315105,0.296875
22,22,0.15449373297315816,0.3046875
23,23,0.15449373297315816,0.3125
24,24,0.15449373297315816,0.3203125
25,25,0.15449373297315816,0.328125
26,26,0.15449373297315816,0.3359375
27,27,0.15449373297315816,0.34375
29,29,0.15449373297315816,0.3515625
30,30,0.15449373297315816,0.359375
31,31,0.15449373297315816,0.3671875
32,32,0.15449373297315816,0.375
33,33,0.15449373297315816,0.3828125
34,34,0.15449373297315816,0.390625
35,35,0.15449373297315816,0.3984375
6,6,0.15449373297315994,0.40625
7,7,0.15449373297315994,0.4140625
8,8,0.15449373297315994,0.421875
11,11,0.15449373297315994,0.4296875
0,1,0.15449373297316038,0.4375
1,0,0.15449373297316038,0.4453125
2,2,0.15449373297316038,0.453125
3,3,0.15449373297316038,0.4609375
15,15,0.1544937329731617,0.46875
18,18,0.1544937329731617,0.4765625
19,19,0.1544937329731617,0.484375
20,20,0.1544937329731617,0.4921875
21,21,0.1544937329731617,0.5
36,36,0.15449373297316527,0.5078125
37,37,0.15449373297316527,0.515625
38,38,0.15449373297316527,0.5234375
39,39,0.15449373297316527,0.53125
40,40,0.15449373297316527,0.5390625
43,43,0.15449373297316527,0.546875
53,53,0.15449373297316527,0.5546875
54,54,0.15449373297316527,0.5625
55,55,0.15449373297316527,0.5703125
56,56,0.15449373297316527,0.578125
59,59,0.15449373297316527,0.5859375
60,60,0.15449373297316527,0.59375
61,61,0.15449373297316527,0.6015625
62,62,0.15449373297316527,0.609375
63,63,0.15449373297316527,0.6171875
64,64,0.15449373297316527,0.625
65,65,0.15449373297316527,0.6328125
66,66,0.15449373297316527,0.640625
67,67,0.15449373297316527,0.6484375
71,71,0.15449373297316527,0.65625
72,72,0.15449373297316527,0.6640625
89,89,0.17025518842001475,0.671875
13,13,0.17025518842002896,0.6796875
45,45,0.17025518842004317,0.6875
126,125,0.17054736975336482,0.6953125
69,69,0.17062041508667392,0.703125
9,9,0.17062041508669523,0.7109375
44,44,0.17072686842001872,0.71875
46,46,0.17072686842001872,0.7265625
70,70,0.17072686842001872,0.734375
12,12,0.1707268684200276,0.7421875
10,10,0.17072686842002938,0.75
85,85,0.17072686842004714,0.7578125
90,90,0.17072686842004714,0.765625
113,113,0.17072686842004714,0.7734375
41,41,0.1707654817533495,0.78125
52,52,0.1707654817533495,0.7890625
17,17,0.17076548175336015,0.796875
81,81,0.1707654817533637,0.8046875
101,101,0.1707654817533637,0.8125
105,105,0.1707654817533637,0.8203125
125,126,0.1707654817533637,0.828125
117,117,0.17097838842002488,0.8359375
57,57,0.1709783884200391,0.84375
4,4,0.17107161508669666,0.8515625
14,14,0.17107161508669932,0.859375
50,50,0.17120942842002762,0.8671875
68,68,0.17120942842002762,0.875
16,16,0.17120942842003117,0.8828125
80,80,0.17120942842004183,0.890625
82,82,0.17120942842004183,0.8984375
93,93,0.17120942842004183,0.90625
106,106,0.17120942842004183,0.9140625
108,108,0.17120942842004183,0.921875
121,121,0.17120942842004183,0.9296875
28,28,0.171462228420026,0.9375
42,42,0.171462228420026,0.9453125
51,51,0.171462228420026,0.953125
58,58,0.171462228420026,0.9609375
5,5,0.17146222842002956,0.96875
73,73,0.17146222842006864,0.9765625
47,47,0.17551721192594982,0.984375
48,48,0.17551721192594982,0.9921875
49,49,0.17551721192594982,1.0
