,Request Id,prefill_e2e_time,cdf
73,73,0.15449373297315105,0.0078125
74,74,0.15449373297315105,0.015625
75,75,0.15449373297315105,0.0234375
76,76,0.15449373297315105,0.03125
77,77,0.15449373297315105,0.0390625
78,78,0.15449373297315105,0.046875
79,79,0.15449373297315105,0.0546875
83,83,0.15449373297315105,0.0625
84,84,0.15449373297315105,0.0703125
85,85,0.15449373297315105,0.078125
86,86,0.15449373297315105,0.0859375
87,88,0.15449373297315105,0.09375
88,89,0.15449373297315105,0.1015625
89,87,0.15449373297315105,0.109375
92,92,0.15449373297315105,0.1171875
93,93,0.15449373297315105,0.125
94,94,0.15449373297315105,0.1328125
96,96,0.15449373297315105,0.140625
97,97,0.15449373297315105,0.1484375
98,98,0.15449373297315105,0.15625
99,99,0.15449373297315105,0.1640625
100,100,0.15449373297315105,0.171875
101,101,0.15449373297315105,0.1796875
102,102,0.15449373297315105,0.1875
103,103,0.15449373297315105,0.1953125
104,104,0.15449373297315105,0.203125
105,105,0.15449373297315105,0.2109375
109,109,0.15449373297315105,0.21875
110,110,0.15449373297315105,0.2265625
111,111,0.15449373297315105,0.234375
112,112,0.15449373297315105,0.2421875
113,113,0.15449373297315105,0.25
114,114,0.15449373297315105,0.2578125
115,115,0.15449373297315105,0.265625
116,116,0.15449373297315105,0.2734375
117,117,0.15449373297315105,0.28125
118,118,0.15449373297315105,0.2890625
120,120,0.15449373297315105,0.296875
121,121,0.15449373297315105,0.3046875
122,122,0.15449373297315105,0.3125
123,123,0.15449373297315105,0.3203125
124,124,0.15449373297315105,0.328125
127,127,0.15449373297315105,0.3359375
22,22,0.15449373297315816,0.34375
23,23,0.15449373297315816,0.3515625
24,24,0.15449373297315816,0.359375
25,25,0.15449373297315816,0.3671875
26,26,0.15449373297315816,0.375
27,27,0.15449373297315816,0.3828125
29,29,0.15449373297315816,0.390625
30,30,0.15449373297315816,0.3984375
31,31,0.15449373297315816,0.40625
32,32,0.15449373297315816,0.4140625
33,33,0.15449373297315816,0.421875
34,34,0.15449373297315816,0.4296875
35,35,0.15449373297315816,0.4375
5,5,0.15449373297315994,0.4453125
6,6,0.15449373297315994,0.453125
7,7,0.15449373297315994,0.4609375
8,8,0.15449373297315994,0.46875
9,9,0.15449373297315994,0.4765625
0,1,0.15449373297316038,0.484375
1,0,0.15449373297316038,0.4921875
2,2,0.15449373297316038,0.5
3,3,0.15449373297316038,0.5078125
17,17,0.1544937329731617,0.515625
18,18,0.1544937329731617,0.5234375
19,19,0.1544937329731617,0.53125
20,20,0.1544937329731617,0.5390625
21,21,0.1544937329731617,0.546875
36,36,0.15449373297316527,0.5546875
37,37,0.15449373297316527,0.5625
38,38,0.15449373297316527,0.5703125
39,39,0.15449373297316527,0.578125
40,40,0.15449373297316527,0.5859375
41,41,0.15449373297316527,0.59375
53,53,0.15449373297316527,0.6015625
54,54,0.15449373297316527,0.609375
55,55,0.15449373297316527,0.6171875
56,56,0.15449373297316527,0.625
57,57,0.15449373297316527,0.6328125
60,60,0.15449373297316527,0.640625
61,61,0.15449373297316527,0.6484375
62,62,0.15449373297316527,0.65625
63,63,0.15449373297316527,0.6640625
64,64,0.15449373297316527,0.671875
65,65,0.15449373297316527,0.6796875
66,67,0.15449373297316527,0.6875
67,66,0.15449373297316527,0.6953125
71,71,0.15449373297316527,0.703125
72,72,0.15449373297316527,0.7109375
125,125,0.1713229423250482,0.71875
4,4,0.17156311575555883,0.7265625
13,13,0.17166587992492666,0.734375
50,50,0.17173370001103194,0.7421875
43,43,0.17204625940833296,0.75
95,95,0.17245847578723783,0.7578125
70,70,0.17262924058015017,0.765625
68,68,0.17281515190266816,0.7734375
82,82,0.173144380405148,0.78125
126,126,0.17357212075285133,0.7890625
11,11,0.17365304445173457,0.796875
80,80,0.17389331138159037,0.8046875
107,107,0.1748188663576684,0.8125
15,15,0.1748838914965809,0.8203125
106,106,0.1753065144375512,0.828125
28,28,0.17537548562287242,0.8359375
52,52,0.17554513131830163,0.84375
44,44,0.17590469566728473,0.8515625
45,45,0.17592848494579982,0.859375
48,48,0.17659029160761008,0.8671875
46,46,0.17694949476107524,0.875
69,69,0.17702613719714577,0.8828125
42,42,0.177314077317547,0.890625
91,91,0.17744949503222074,0.8984375
16,16,0.17748051341577664,0.90625
51,51,0.17837674927319824,0.9140625
119,119,0.1786819999540512,0.921875
12,12,0.17894328963673622,0.9296875
59,59,0.17906498268209248,0.9375
58,58,0.17911021029671303,0.9453125
90,90,0.1792949286740395,0.953125
49,49,0.17931903502336866,0.9609375
81,81,0.17942986547868145,0.96875
14,14,0.1797434741919126,0.9765625
10,10,0.1799704826798898,0.984375
108,108,0.1802614174579844,0.9921875
47,47,0.18422349709233288,1.0
