,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
73,73,7.543639305329641e-05,0.0078125
74,74,7.543639305329641e-05,0.015625
75,75,7.543639305329641e-05,0.0234375
76,76,7.543639305329641e-05,0.03125
77,77,7.543639305329641e-05,0.0390625
78,78,7.543639305329641e-05,0.046875
79,79,7.543639305329641e-05,0.0546875
83,83,7.543639305329641e-05,0.0625
84,84,7.543639305329641e-05,0.0703125
85,85,7.543639305329641e-05,0.078125
86,86,7.543639305329641e-05,0.0859375
87,88,7.543639305329641e-05,0.09375
88,89,7.543639305329641e-05,0.1015625
89,87,7.543639305329641e-05,0.109375
92,92,7.543639305329641e-05,0.1171875
93,93,7.543639305329641e-05,0.125
94,94,7.543639305329641e-05,0.1328125
96,96,7.543639305329641e-05,0.140625
97,97,7.543639305329641e-05,0.1484375
98,98,7.543639305329641e-05,0.15625
99,99,7.543639305329641e-05,0.1640625
100,100,7.543639305329641e-05,0.171875
101,101,7.543639305329641e-05,0.1796875
102,102,7.543639305329641e-05,0.1875
103,103,7.543639305329641e-05,0.1953125
104,104,7.543639305329641e-05,0.203125
105,105,7.543639305329641e-05,0.2109375
109,109,7.543639305329641e-05,0.21875
110,110,7.543639305329641e-05,0.2265625
111,111,7.543639305329641e-05,0.234375
112,112,7.543639305329641e-05,0.2421875
113,113,7.543639305329641e-05,0.25
114,114,7.543639305329641e-05,0.2578125
115,115,7.543639305329641e-05,0.265625
116,116,7.543639305329641e-05,0.2734375
117,117,7.543639305329641e-05,0.28125
118,118,7.543639305329641e-05,0.2890625
120,120,7.543639305329641e-05,0.296875
121,121,7.543639305329641e-05,0.3046875
122,122,7.543639305329641e-05,0.3125
123,123,7.543639305329641e-05,0.3203125
124,124,7.543639305329641e-05,0.328125
127,127,7.543639305329641e-05,0.3359375
22,22,7.543639305329988e-05,0.34375
23,23,7.543639305329988e-05,0.3515625
24,24,7.543639305329988e-05,0.359375
25,25,7.543639305329988e-05,0.3671875
26,26,7.543639305329988e-05,0.375
27,27,7.543639305329988e-05,0.3828125
29,29,7.543639305329988e-05,0.390625
30,30,7.543639305329988e-05,0.3984375
31,31,7.543639305329988e-05,0.40625
32,32,7.543639305329988e-05,0.4140625
33,33,7.543639305329988e-05,0.421875
34,34,7.543639305329988e-05,0.4296875
35,35,7.543639305329988e-05,0.4375
5,5,7.543639305330075e-05,0.4453125
6,6,7.543639305330075e-05,0.453125
7,7,7.543639305330075e-05,0.4609375
8,8,7.543639305330075e-05,0.46875
9,9,7.543639305330075e-05,0.4765625
0,1,7.543639305330097e-05,0.484375
1,0,7.543639305330097e-05,0.4921875
2,2,7.543639305330097e-05,0.5
3,3,7.543639305330097e-05,0.5078125
17,17,7.543639305330162e-05,0.515625
18,18,7.543639305330162e-05,0.5234375
19,19,7.543639305330162e-05,0.53125
20,20,7.543639305330162e-05,0.5390625
21,21,7.543639305330162e-05,0.546875
36,36,7.543639305330335e-05,0.5546875
37,37,7.543639305330335e-05,0.5625
38,38,7.543639305330335e-05,0.5703125
39,39,7.543639305330335e-05,0.578125
40,40,7.543639305330335e-05,0.5859375
41,41,7.543639305330335e-05,0.59375
53,53,7.543639305330335e-05,0.6015625
54,54,7.543639305330335e-05,0.609375
55,55,7.543639305330335e-05,0.6171875
56,56,7.543639305330335e-05,0.625
57,57,7.543639305330335e-05,0.6328125
60,60,7.543639305330335e-05,0.640625
61,61,7.543639305330335e-05,0.6484375
62,62,7.543639305330335e-05,0.65625
63,63,7.543639305330335e-05,0.6640625
64,64,7.543639305330335e-05,0.671875
65,65,7.543639305330335e-05,0.6796875
66,67,7.543639305330335e-05,0.6875
67,66,7.543639305330335e-05,0.6953125
71,71,7.543639305330335e-05,0.703125
72,72,7.543639305330335e-05,0.7109375
125,125,8.312002038739219e-05,0.71875
44,44,8.336272872071226e-05,0.7265625
45,45,8.336272872071226e-05,0.734375
46,46,8.336272872071226e-05,0.7421875
69,69,8.336272872071226e-05,0.75
70,70,8.336272872071226e-05,0.7578125
12,12,8.33627287207166e-05,0.765625
10,10,8.336272872071747e-05,0.7734375
90,90,8.336272872072614e-05,0.78125
52,52,8.338158288737768e-05,0.7890625
13,13,8.338158288738289e-05,0.796875
91,91,8.338158288738462e-05,0.8046875
126,126,8.338158288738462e-05,0.8125
11,11,8.348554122071788e-05,0.8203125
81,81,8.353106205404026e-05,0.828125
4,4,8.35310620540511e-05,0.8359375
14,14,8.35310620540524e-05,0.84375
15,15,8.35310620540524e-05,0.8515625
43,43,8.353106205405414e-05,0.859375
50,50,8.359835372071661e-05,0.8671875
59,59,8.359835372071661e-05,0.875
68,68,8.359835372071661e-05,0.8828125
16,16,8.359835372071835e-05,0.890625
80,80,8.359835372072355e-05,0.8984375
82,82,8.359835372072355e-05,0.90625
106,106,8.359835372072355e-05,0.9140625
107,107,8.359835372072355e-05,0.921875
108,108,8.359835372072355e-05,0.9296875
28,28,8.372179122071582e-05,0.9375
42,42,8.372179122071582e-05,0.9453125
58,58,8.372179122071582e-05,0.953125
95,95,8.372179122073664e-05,0.9609375
119,119,8.372179122073664e-05,0.96875
49,49,8.529174280237639e-05,0.9765625
51,51,8.529174280237639e-05,0.984375
47,47,8.555738863571388e-05,0.9921875
48,48,8.570176363571769e-05,1.0
