Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,6.672861264459209,0.013032932157146893,6.672861264459235,0.013032932157146944,6.672861264459235,0.013032932157146944,0.0,0.0,6.672861264459235,0.013032932157146944,0.17003354935663006,0.17003354935663006,8.302419402179202e-05,0.012700835381059726,,2560,2048,512,4.0,0
1,6.680287716661063,0.013047436946603638,6.560911845389931,0.01281428094802721,6.560911845389931,0.01281428094802721,0.0,0.11937587127115235,6.560911845389931,0.01281428094802721,0.30476745628524826,0.18539158501409592,9.052323487016402e-05,0.012452188008546512,0.05065767808547772,2560,2048,512,4.0,0
2,6.460557102629952,0.012618275591074125,6.450718125963493,0.012599058839772448,6.450718125963493,0.012599058839772448,0.0,0.009838976666491028,6.450718125963493,0.012599058839772448,0.19591111408334383,0.1860721374168528,9.085553584807266e-05,0.012235636696380094,0.6432481281499309,2560,2048,512,4.0,0
3,6.326265420844837,0.012355987150087571,6.322426848418628,0.012348489938317633,6.322426848418628,0.012348489938317633,0.0,0.003838572426243747,6.322426848418628,0.012348489938317633,0.19139647726509912,0.18755790483885537,9.158100822209735e-05,0.011982165905429176,0.505172371340227,2560,2048,512,4.0,0
4,6.086941336330291,0.0118885572975201,6.086509708305576,0.011887714274034329,6.086509708305576,0.011887714274034329,0.0,0.0004316280247511628,6.086509708305576,0.011887714274034329,0.18965105626104428,0.18921942823629312,9.23922989435025e-05,0.011518145078260248,2.667185345616166,2560,2048,512,4.0,0
5,6.527200433632267,0.01274843834693802,6.527073643139493,0.012748190709256823,6.527073643139493,0.012748190709256823,0.0,0.00012679049282127153,6.527073643139493,0.012748190709256823,0.19076765844715027,0.190640867954329,9.30863613058247e-05,0.01237584526403343,2.2583460175971855,2560,2048,512,4.0,0
6,7.358546707713945,0.014372161538503798,7.357395131263771,0.014369912365749552,7.357395131263771,0.014369912365749552,0.0,0.001151576450117986,7.357395131263771,0.014369912365749552,0.18666380146421346,0.18551222501409548,9.058214112016381e-05,0.014007583801269007,4.45457619910276,2560,2048,512,4.0,0
7,7.23837571693897,0.014137452572146426,7.2336167246878365,0.01412815766540593,7.2336167246878365,0.01412815766540593,0.0,0.004758992251082006,7.2336167246878365,0.01412815766540593,0.1908438016679348,0.1860848094168528,9.086172334807265e-05,0.01376471077201374,0.18190480921313146,2560,2048,512,4.0,0
8,7.483394497693563,0.014616004878307741,7.480304777692368,0.014609970268930406,7.480304777692368,0.014609970268930406,0.0,0.0030897200011406056,7.480304777692368,0.014609970268930406,0.2255015094969295,0.22241178949578888,0.00010859950658974066,0.01417557224257155,1.0960923187929819,2560,2048,512,4.0,0
9,7.472228257229368,0.01459419581490111,7.354712823886259,0.01436467348415285,7.354712823886259,0.01436467348415285,0.0,0.11751543334305481,7.354712823886259,0.01436467348415285,0.31198555880515855,0.19447012546210374,9.495611594829284e-05,0.013984849020359784,0.06050035441471735,2560,2048,512,4.0,0
10,7.235130121473844,0.014131113518503602,7.231727003268786,0.014124466803259348,7.231727003268786,0.014124466803259348,0.0,0.0034031182049574227,7.231727003268786,0.014124466803259348,0.19346389015928622,0.1900607719543288,9.280311130582461e-05,0.013753254358036246,0.4934333919196483,2560,2048,512,4.0,0
