,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
73,73,8.302419402178574e-05,0.0078125
76,76,8.302419402178574e-05,0.015625
77,77,8.302419402178574e-05,0.0234375
78,78,8.302419402178574e-05,0.03125
79,79,8.302419402178574e-05,0.0390625
83,83,8.302419402178574e-05,0.046875
84,84,8.302419402178574e-05,0.0546875
85,85,8.302419402178574e-05,0.0625
86,86,8.302419402178574e-05,0.0703125
87,87,8.302419402178574e-05,0.078125
88,88,8.302419402178574e-05,0.0859375
89,89,8.302419402178574e-05,0.09375
93,93,8.302419402178574e-05,0.1015625
94,94,8.302419402178574e-05,0.109375
95,95,8.302419402178574e-05,0.1171875
96,96,8.302419402178574e-05,0.125
97,97,8.302419402178574e-05,0.1328125
98,98,8.302419402178574e-05,0.140625
99,99,8.302419402178574e-05,0.1484375
102,102,8.302419402178574e-05,0.15625
103,103,8.302419402178574e-05,0.1640625
106,105,8.302419402178574e-05,0.171875
109,109,8.302419402178574e-05,0.1796875
110,110,8.302419402178574e-05,0.1875
111,111,8.302419402178574e-05,0.1953125
112,112,8.302419402178574e-05,0.203125
113,113,8.302419402178574e-05,0.2109375
114,114,8.302419402178574e-05,0.21875
115,115,8.302419402178574e-05,0.2265625
116,116,8.302419402178574e-05,0.234375
117,117,8.302419402178574e-05,0.2421875
118,118,8.302419402178574e-05,0.25
121,121,8.302419402178574e-05,0.2578125
122,122,8.302419402178574e-05,0.265625
123,123,8.302419402178574e-05,0.2734375
125,125,8.302419402178574e-05,0.28125
126,126,8.302419402178574e-05,0.2890625
127,127,8.302419402178574e-05,0.296875
6,6,8.302419402179094e-05,0.3046875
8,8,8.302419402179094e-05,0.3125
12,12,8.302419402179181e-05,0.3203125
0,0,8.302419402179202e-05,0.328125
1,1,8.302419402179202e-05,0.3359375
2,2,8.302419402179202e-05,0.34375
4,4,8.302419402179224e-05,0.3515625
13,13,8.302419402179267e-05,0.359375
14,14,8.302419402179267e-05,0.3671875
17,17,8.302419402179267e-05,0.375
18,18,8.302419402179267e-05,0.3828125
19,19,8.302419402179267e-05,0.390625
21,21,8.302419402179267e-05,0.3984375
22,22,8.302419402179267e-05,0.40625
24,24,8.302419402179267e-05,0.4140625
25,25,8.302419402179267e-05,0.421875
26,26,8.302419402179267e-05,0.4296875
27,27,8.302419402179267e-05,0.4375
29,29,8.302419402179267e-05,0.4453125
30,30,8.302419402179267e-05,0.453125
31,31,8.302419402179267e-05,0.4609375
32,32,8.302419402179267e-05,0.46875
33,33,8.302419402179267e-05,0.4765625
34,34,8.302419402179267e-05,0.484375
35,35,8.302419402179267e-05,0.4921875
36,36,8.302419402179961e-05,0.5
37,37,8.302419402179961e-05,0.5078125
38,38,8.302419402179961e-05,0.515625
39,39,8.302419402179961e-05,0.5234375
40,41,8.302419402179961e-05,0.53125
41,40,8.302419402179961e-05,0.5390625
46,45,8.302419402179961e-05,0.546875
47,47,8.302419402179961e-05,0.5546875
50,50,8.302419402179961e-05,0.5625
53,53,8.302419402179961e-05,0.5703125
54,54,8.302419402179961e-05,0.578125
55,55,8.302419402179961e-05,0.5859375
57,57,8.302419402179961e-05,0.59375
58,58,8.302419402179961e-05,0.6015625
60,60,8.302419402179961e-05,0.609375
63,63,8.302419402179961e-05,0.6171875
64,64,8.302419402179961e-05,0.625
65,65,8.302419402179961e-05,0.6328125
67,67,8.302419402179961e-05,0.640625
68,68,8.302419402179961e-05,0.6484375
69,69,8.302419402179961e-05,0.65625
70,70,8.302419402179961e-05,0.6640625
71,71,8.302419402179961e-05,0.671875
72,72,8.302419402179961e-05,0.6796875
44,43,9.05148911201567e-05,0.6875
3,3,9.051489112016408e-05,0.6953125
107,107,9.051489112017752e-05,0.703125
9,9,9.052323487016359e-05,0.7109375
23,23,9.052323487016359e-05,0.71875
90,90,9.0523234870174e-05,0.7265625
48,48,9.056520362015624e-05,0.734375
61,61,9.056520362015624e-05,0.7421875
10,10,9.056520362016405e-05,0.75
15,15,9.056520362016492e-05,0.7578125
74,74,9.056520362017706e-05,0.765625
80,80,9.056520362017706e-05,0.7734375
42,42,9.058145362016157e-05,0.78125
66,66,9.058145362016157e-05,0.7890625
120,120,9.058145362016157e-05,0.796875
20,20,9.058145362016504e-05,0.8046875
105,106,9.058182862016484e-05,0.8125
81,81,9.058214112014906e-05,0.8203125
82,82,9.058214112014906e-05,0.828125
92,92,9.058214112014906e-05,0.8359375
104,104,9.058214112014906e-05,0.84375
124,124,9.058214112014906e-05,0.8515625
7,7,9.058214112016381e-05,0.859375
16,16,9.058214112016467e-05,0.8671875
56,56,9.058239112015587e-05,0.875
5,5,9.058239112016454e-05,0.8828125
91,91,9.058239112016975e-05,0.890625
101,101,9.058239112016975e-05,0.8984375
59,59,9.058276612016608e-05,0.90625
49,49,9.058526612015089e-05,0.9140625
28,28,9.058526612016823e-05,0.921875
75,75,9.05852661201717e-05,0.9296875
100,100,9.05852661201717e-05,0.9375
119,119,9.05852661201717e-05,0.9453125
45,46,9.085519209807436e-05,0.953125
51,51,9.08582858480736e-05,0.9609375
11,11,9.086069209807146e-05,0.96875
108,108,9.086069209807146e-05,0.9765625
43,44,9.086172334807352e-05,0.984375
62,62,9.086172334807352e-05,0.9921875
52,52,9.170149259708771e-05,1.0
