,Request Id,decode_time_execution_plus_preemption_normalized,cdf
22,22,0.010155963312532282,0.0078125
23,23,0.010155963312532282,0.015625
24,24,0.010155963312532282,0.0234375
25,25,0.010155963312532282,0.03125
26,26,0.010155963312532282,0.0390625
27,27,0.010155963312532282,0.046875
28,28,0.010155963312532282,0.0546875
29,29,0.010155963312532282,0.0625
30,30,0.010155963312532282,0.0703125
31,31,0.010155963312532282,0.078125
32,32,0.010155963312532282,0.0859375
33,33,0.010155963312532434,0.09375
21,21,0.01015596331253265,0.1015625
20,20,0.010155963312532726,0.109375
9,9,0.010155963312532938,0.1171875
10,10,0.010155963312532938,0.125
5,5,0.010155963312532944,0.1328125
8,8,0.010155963312532944,0.140625
3,3,0.01015596331253301,0.1484375
4,4,0.010155963312533055,0.15625
0,0,0.010155963312533066,0.1640625
1,1,0.01015596331253307,0.171875
2,2,0.010155963312533094,0.1796875
7,7,0.010155963312533094,0.1875
6,6,0.01015596331253316,0.1953125
11,11,0.010155963312533163,0.203125
12,12,0.010155963312533163,0.2109375
13,13,0.010155963312533163,0.21875
14,14,0.010155963312533163,0.2265625
15,15,0.010155963312533163,0.234375
16,16,0.010155963312533163,0.2421875
17,17,0.010155963312533163,0.25
18,18,0.010155963312533163,0.2578125
19,19,0.010155963312533163,0.265625
34,34,0.01015596331253317,0.2734375
35,35,0.010155963312534044,0.28125
36,36,0.010155963312534044,0.2890625
37,37,0.010155963312534044,0.296875
38,38,0.010155963312534044,0.3046875
40,41,0.010155963312534044,0.3125
42,42,0.010155963312534044,0.3203125
43,43,0.010155963312534044,0.328125
44,44,0.010155963312534044,0.3359375
45,45,0.010155963312534044,0.34375
46,46,0.010155963312534044,0.3515625
47,47,0.010155963312534044,0.359375
49,49,0.010155963312534044,0.3671875
50,50,0.010155963312534044,0.375
51,51,0.010155963312534044,0.3828125
52,52,0.010155963312534044,0.390625
53,53,0.010155963312534044,0.3984375
54,54,0.010155963312534044,0.40625
55,55,0.010155963312534044,0.4140625
56,56,0.010155963312534044,0.421875
57,57,0.010155963312534044,0.4296875
58,58,0.010155963312534044,0.4375
59,59,0.010155963312534044,0.4453125
60,60,0.010155963312534044,0.453125
61,61,0.010155963312534044,0.4609375
62,62,0.010155963312534044,0.46875
63,63,0.010155963312534044,0.4765625
64,64,0.010155963312534044,0.484375
65,65,0.010155963312534044,0.4921875
66,66,0.010155963312534044,0.5
67,67,0.010155963312534044,0.5078125
68,68,0.010155963312534044,0.515625
69,69,0.010155963312534044,0.5234375
70,70,0.010155963312534044,0.53125
71,71,0.010155963312534044,0.5390625
72,72,0.010155963312536626,0.546875
73,73,0.010155963312537597,0.5546875
74,74,0.010155963312537597,0.5625
75,75,0.010155963312537597,0.5703125
76,76,0.010155963312537597,0.578125
77,77,0.010155963312537597,0.5859375
78,78,0.010155963312537597,0.59375
79,79,0.010155963312537597,0.6015625
80,80,0.010155963312537597,0.609375
81,81,0.010155963312537597,0.6171875
82,82,0.010155963312537597,0.625
83,83,0.010155963312537597,0.6328125
84,84,0.010155963312537597,0.640625
85,85,0.010155963312537597,0.6484375
86,86,0.010155963312537597,0.65625
87,87,0.010155963312537597,0.6640625
88,88,0.010155963312537597,0.671875
89,89,0.010155963312537597,0.6796875
90,90,0.010155963312537597,0.6875
91,91,0.010155963312537597,0.6953125
92,92,0.010155963312537597,0.703125
93,93,0.010155963312537597,0.7109375
94,94,0.010155963312537597,0.71875
95,95,0.010155963312537597,0.7265625
96,96,0.010155963312537597,0.734375
97,97,0.010155963312537597,0.7421875
98,98,0.010155963312537597,0.75
99,99,0.010155963312537597,0.7578125
100,100,0.010155963312537597,0.765625
101,101,0.010155963312537597,0.7734375
102,102,0.010155963312537597,0.78125
103,103,0.010155963312537597,0.7890625
104,104,0.010155963312537597,0.796875
105,105,0.010155963312537597,0.8046875
106,106,0.010155963312537597,0.8125
107,107,0.010155963312537597,0.8203125
108,108,0.010155963312537597,0.828125
109,109,0.010155963312537597,0.8359375
110,110,0.010155963312537597,0.84375
111,111,0.010155963312537597,0.8515625
112,112,0.010155963312537597,0.859375
113,113,0.010155963312537597,0.8671875
114,114,0.010155963312537597,0.875
115,115,0.010155963312537597,0.8828125
116,116,0.010155963312537597,0.890625
117,117,0.010155963312537597,0.8984375
118,118,0.010155963312537597,0.90625
119,119,0.010155963312537597,0.9140625
120,120,0.010155963312537597,0.921875
121,121,0.010155963312537597,0.9296875
122,122,0.010155963312537597,0.9375
123,123,0.010155963312537597,0.9453125
124,124,0.010155963312537597,0.953125
125,125,0.010155963312537597,0.9609375
126,126,0.010155963312537597,0.96875
127,127,0.010155963312537597,0.9765625
48,48,0.010233220645867958,0.984375
39,39,0.010390349805735194,0.9921875
41,40,0.010448275639068472,1.0
