,Request Id,prefill_e2e_time,cdf
76,76,0.15449373297315105,0.0078125
77,77,0.15449373297315105,0.015625
83,83,0.15449373297315105,0.0234375
86,86,0.15449373297315105,0.03125
87,87,0.15449373297315105,0.0390625
96,96,0.15449373297315105,0.046875
97,97,0.15449373297315105,0.0546875
98,98,0.15449373297315105,0.0625
100,99,0.15449373297315105,0.0703125
109,109,0.15449373297315105,0.078125
110,110,0.15449373297315105,0.0859375
115,115,0.15449373297315105,0.09375
24,24,0.15449373297315816,0.1015625
25,25,0.15449373297315816,0.109375
31,31,0.15449373297315816,0.1171875
33,33,0.15449373297315816,0.125
34,34,0.15449373297315816,0.1328125
6,6,0.15449373297315994,0.140625
0,1,0.15449373297316038,0.1484375
1,0,0.15449373297316038,0.15625
21,21,0.1544937329731617,0.1640625
38,38,0.15449373297316527,0.171875
39,39,0.15449373297316527,0.1796875
53,53,0.15449373297316527,0.1875
54,54,0.15449373297316527,0.1953125
60,60,0.15449373297316527,0.203125
61,61,0.15449373297316527,0.2109375
64,64,0.15449373297316527,0.21875
65,65,0.15449373297316527,0.2265625
71,71,0.15449373297316527,0.234375
72,72,0.15449373297316527,0.2421875
79,79,0.17114117015154307,0.25
66,67,0.17138091028019176,0.2578125
74,74,0.17150471437960846,0.265625
84,84,0.17167788377594206,0.2734375
123,123,0.17214082531128838,0.28125
62,62,0.17233156153480422,0.2890625
104,104,0.1723384650923947,0.296875
103,103,0.17244871671522333,0.3046875
85,85,0.17245129776810586,0.3125
55,55,0.17274317467865785,0.3203125
23,23,0.17309005502199426,0.328125
121,121,0.17320018765951772,0.3359375
63,63,0.17325694273662862,0.34375
89,88,0.17334074690975854,0.3515625
41,40,0.17335785171349016,0.359375
99,100,0.1734677757986276,0.3671875
2,2,0.17353559728872403,0.375
56,56,0.1738051742977973,0.3828125
127,127,0.1738496533024545,0.390625
5,5,0.174043232291071,0.3984375
112,112,0.17417749598928367,0.40625
3,3,0.17418645247643383,0.4140625
105,105,0.17419650220310245,0.421875
93,94,0.174551179234129,0.4296875
118,118,0.17477406778453997,0.4375
94,93,0.1748616759738013,0.4453125
20,20,0.17506972678389587,0.453125
35,35,0.17507832774371224,0.4609375
116,116,0.17519364737336218,0.46875
120,120,0.17551729620842593,0.4765625
7,7,0.1755415302229295,0.484375
26,26,0.1756060100483623,0.4921875
19,18,0.17564082481241883,0.5
37,37,0.17575864316700063,0.5078125
111,111,0.17582167072438892,0.515625
8,9,0.1758569177669962,0.5234375
30,30,0.1758880696130376,0.53125
124,124,0.1759014164859991,0.5390625
107,107,0.17607035992057263,0.546875
102,102,0.176158057415023,0.5546875
9,8,0.17620760343643305,0.5625
81,81,0.17622304176862258,0.5703125
80,80,0.17652173511876867,0.578125
32,32,0.17668904057897095,0.5859375
36,36,0.17695634166204854,0.59375
119,119,0.1771277250254002,0.6015625
68,68,0.1773939167775751,0.609375
113,113,0.17747402911717813,0.6171875
73,73,0.17754012469484337,0.625
114,114,0.17754812437232204,0.6328125
42,42,0.17763460697297262,0.640625
10,10,0.17771027633509817,0.6484375
27,27,0.17789276822699662,0.65625
67,66,0.17810349157707606,0.6640625
88,89,0.17830091071326137,0.671875
44,44,0.17843028620693246,0.6796875
78,78,0.17847764989309667,0.6875
106,106,0.17850503770705473,0.6953125
101,101,0.178648286540124,0.703125
58,57,0.1786615819370212,0.7109375
18,19,0.17886748415507725,0.71875
22,22,0.1789984365041306,0.7265625
125,125,0.17916063785455094,0.734375
117,117,0.17928892423057619,0.7421875
40,41,0.1797551205114729,0.75
46,46,0.18026832122281178,0.7578125
122,122,0.18067293658634753,0.765625
75,75,0.18079587016057985,0.7734375
126,126,0.18106132198940372,0.78125
95,95,0.18108180089635084,0.7890625
108,108,0.18161180641968144,0.796875
29,29,0.18162725978307037,0.8046875
92,92,0.18226532379881633,0.8125
90,90,0.18246918522279998,0.8203125
91,91,0.18272760410351907,0.828125
59,59,0.18273852666646917,0.8359375
69,69,0.1828111549516649,0.84375
43,43,0.18281462538966764,0.8515625
82,82,0.18290818938774578,0.859375
57,58,0.18340224746849287,0.8671875
12,12,0.18383301388410267,0.875
45,45,0.18383932405639314,0.8828125
11,11,0.18446353009318095,0.890625
4,4,0.18547488148068503,0.8984375
15,15,0.18559355050884818,0.90625
28,28,0.18561695066716055,0.9140625
70,70,0.1858110225293217,0.921875
17,17,0.18604239854674276,0.9296875
13,13,0.18809278351015024,0.9375
51,51,0.1883163238862835,0.9453125
49,49,0.18902825806989654,0.953125
52,52,0.19084349340894846,0.9609375
47,47,0.19472963745839422,0.96875
48,48,0.19559554125446255,0.9765625
16,16,0.19710723106120298,0.984375
14,14,0.19758577289963952,0.9921875
50,50,0.2002763427589116,1.0
