,Request Id,prefill_e2e_time,cdf
73,73,0.15449373297315105,0.0078125
76,76,0.15449373297315105,0.015625
77,77,0.15449373297315105,0.0234375
78,78,0.15449373297315105,0.03125
79,79,0.15449373297315105,0.0390625
83,83,0.15449373297315105,0.046875
84,84,0.15449373297315105,0.0546875
85,85,0.15449373297315105,0.0625
86,86,0.15449373297315105,0.0703125
87,89,0.15449373297315105,0.078125
88,87,0.15449373297315105,0.0859375
89,88,0.15449373297315105,0.09375
93,93,0.15449373297315105,0.1015625
94,94,0.15449373297315105,0.109375
95,95,0.15449373297315105,0.1171875
96,96,0.15449373297315105,0.125
97,97,0.15449373297315105,0.1328125
98,98,0.15449373297315105,0.140625
99,99,0.15449373297315105,0.1484375
102,102,0.15449373297315105,0.15625
103,103,0.15449373297315105,0.1640625
106,105,0.15449373297315105,0.171875
109,109,0.15449373297315105,0.1796875
110,110,0.15449373297315105,0.1875
111,111,0.15449373297315105,0.1953125
112,112,0.15449373297315105,0.203125
113,113,0.15449373297315105,0.2109375
114,114,0.15449373297315105,0.21875
115,115,0.15449373297315105,0.2265625
116,116,0.15449373297315105,0.234375
117,117,0.15449373297315105,0.2421875
118,118,0.15449373297315105,0.25
121,121,0.15449373297315105,0.2578125
122,122,0.15449373297315105,0.265625
123,123,0.15449373297315105,0.2734375
125,125,0.15449373297315105,0.28125
126,126,0.15449373297315105,0.2890625
127,127,0.15449373297315105,0.296875
22,22,0.15449373297315816,0.3046875
24,24,0.15449373297315816,0.3125
25,25,0.15449373297315816,0.3203125
26,26,0.15449373297315816,0.328125
27,27,0.15449373297315816,0.3359375
29,29,0.15449373297315816,0.34375
30,30,0.15449373297315816,0.3515625
31,31,0.15449373297315816,0.359375
32,32,0.15449373297315816,0.3671875
33,33,0.15449373297315816,0.375
34,34,0.15449373297315816,0.3828125
35,35,0.15449373297315816,0.390625
4,4,0.15449373297315994,0.3984375
7,6,0.15449373297315994,0.40625
8,8,0.15449373297315994,0.4140625
11,12,0.15449373297315994,0.421875
0,0,0.15449373297316038,0.4296875
1,1,0.15449373297316038,0.4375
2,2,0.15449373297316038,0.4453125
12,13,0.1544937329731617,0.453125
14,14,0.1544937329731617,0.4609375
17,17,0.1544937329731617,0.46875
18,18,0.1544937329731617,0.4765625
19,19,0.1544937329731617,0.484375
21,21,0.1544937329731617,0.4921875
36,36,0.15449373297316527,0.5
37,37,0.15449373297316527,0.5078125
38,38,0.15449373297316527,0.515625
39,39,0.15449373297316527,0.5234375
40,41,0.15449373297316527,0.53125
41,40,0.15449373297316527,0.5390625
45,45,0.15449373297316527,0.546875
47,47,0.15449373297316527,0.5546875
50,50,0.15449373297316527,0.5625
53,53,0.15449373297316527,0.5703125
54,54,0.15449373297316527,0.578125
55,55,0.15449373297316527,0.5859375
57,57,0.15449373297316527,0.59375
58,58,0.15449373297316527,0.6015625
60,60,0.15449373297316527,0.609375
63,63,0.15449373297316527,0.6171875
64,64,0.15449373297316527,0.625
65,65,0.15449373297316527,0.6328125
66,67,0.15449373297316527,0.640625
68,68,0.15449373297316527,0.6484375
69,69,0.15449373297316527,0.65625
70,70,0.15449373297316527,0.6640625
71,71,0.15449373297316527,0.671875
72,72,0.15449373297316527,0.6796875
92,92,0.1606169078048083,0.6875
80,80,0.17097203397591443,0.6953125
61,61,0.17148413170383492,0.703125
42,42,0.1715634988272683,0.7109375
105,106,0.17263873481047654,0.71875
82,82,0.173144380405148,0.7265625
100,100,0.1734677757986276,0.734375
15,15,0.17349373225039955,0.7421875
56,56,0.1738051742977973,0.75
3,3,0.17418645247643383,0.7578125
28,28,0.17458769454554357,0.765625
124,124,0.17461182799036123,0.7734375
75,75,0.1746234769247792,0.78125
49,49,0.1747979762839833,0.7890625
46,46,0.17496915091003018,0.796875
48,48,0.17502714799493901,0.8046875
74,74,0.1751862384611229,0.8125
43,44,0.1756913785152534,0.8203125
51,51,0.17668630540050856,0.828125
90,90,0.1768421034545895,0.8359375
120,120,0.17743174243571502,0.84375
91,91,0.17744949503222074,0.8515625
23,23,0.1777237400424383,0.859375
104,104,0.17777859237975235,0.8671875
107,107,0.1778467872149463,0.875
20,20,0.17785745829478117,0.8828125
52,52,0.17801242147446317,0.890625
67,66,0.17810349157707606,0.8984375
101,101,0.17869216830382584,0.90625
6,7,0.1787828779664089,0.9140625
81,81,0.17880325975534106,0.921875
108,108,0.17895688219738304,0.9296875
59,59,0.17906498268209248,0.9375
119,119,0.17946765776324014,0.9453125
5,5,0.17978150285843242,0.953125
13,11,0.17979333839637412,0.9609375
9,10,0.1799704826798898,0.96875
44,43,0.18010020810199023,0.9765625
16,16,0.18020208682475314,0.984375
62,62,0.18442580117569207,0.9921875
10,9,0.2642485669784733,1.0
