,Request Id,request_execution_plus_preemption_time_normalized,cdf
0,1,0.010457708884746382,0.0078125
2,2,0.010457708884746382,0.015625
18,18,0.010457708884746382,0.0234375
19,19,0.010457708884746382,0.03125
20,20,0.010457708884746382,0.0390625
21,21,0.010457708884746382,0.046875
22,22,0.010457708884746382,0.0546875
23,23,0.010457708884746382,0.0625
25,25,0.010457708884746382,0.0703125
26,26,0.010457708884746382,0.078125
27,27,0.010457708884746382,0.0859375
29,29,0.010457708884746382,0.09375
30,30,0.010457708884746382,0.1015625
31,31,0.010457708884746382,0.109375
32,32,0.010457708884746382,0.1171875
33,33,0.010457708884746382,0.125
34,34,0.010457708884746382,0.1328125
35,35,0.010457708884746382,0.140625
36,36,0.010457708884746382,0.1484375
37,37,0.010457708884746382,0.15625
53,53,0.010457708884746382,0.1640625
56,56,0.010457708884746382,0.171875
59,59,0.010457708884746382,0.1796875
60,60,0.010457708884746382,0.1875
61,61,0.010457708884746382,0.1953125
62,62,0.010457708884746382,0.203125
63,63,0.010457708884746382,0.2109375
65,65,0.010457708884746382,0.21875
72,72,0.010457708884746382,0.2265625
74,74,0.010457708884746382,0.234375
75,75,0.010457708884746382,0.2421875
77,77,0.010457708884746382,0.25
84,84,0.010457708884746382,0.2578125
87,88,0.010457708884746382,0.265625
92,92,0.010457708884746382,0.2734375
94,94,0.010457708884746382,0.28125
95,95,0.010457708884746382,0.2890625
96,96,0.010457708884746382,0.296875
97,97,0.010457708884746382,0.3046875
98,98,0.010457708884746382,0.3125
99,100,0.010457708884746382,0.3203125
107,107,0.010457708884746382,0.328125
109,109,0.010457708884746382,0.3359375
110,110,0.010457708884746382,0.34375
112,112,0.010457708884746382,0.3515625
114,114,0.010457708884746382,0.359375
116,116,0.010457708884746382,0.3671875
118,118,0.010457708884746382,0.375
120,120,0.010457708884746382,0.3828125
123,124,0.010457708884746382,0.390625
127,127,0.010457708884746382,0.3984375
58,58,0.010504026310749379,0.40625
28,28,0.010549260310749375,0.4140625
73,73,0.010556799310749376,0.421875
5,5,0.010558666644082709,0.4296875
51,51,0.010583185810749378,0.4375
108,108,0.01061094589408271,0.4453125
82,82,0.01062139839408271,0.453125
106,106,0.010644062894082708,0.4609375
121,121,0.010647547060749373,0.46875
68,68,0.010663208394082704,0.4765625
16,16,0.010666692560749369,0.484375
93,93,0.010678904560749367,0.4921875
50,50,0.010692841227416032,0.5
54,54,0.01070197071128091,0.5078125
80,80,0.010710262060749362,0.515625
24,24,0.010735888711280898,0.5234375
71,71,0.010741541711280896,0.53125
4,4,0.010742046977416026,0.5390625
3,3,0.010742937544614228,0.546875
38,38,0.010764153711280887,0.5546875
14,14,0.010770747727416029,0.5625
104,104,0.010782607294614213,0.5703125
78,78,0.01079167929461421,0.578125
102,102,0.01081135271128087,0.5859375
119,119,0.01081437671128087,0.59375
64,64,0.010827967294614198,0.6015625
91,91,0.010841592711280861,0.609375
76,76,0.010868808711280853,0.6171875
57,57,0.010885763977416047,0.625
1,0,0.010897690044614185,0.6328125
117,117,0.010924193060749392,0.640625
105,105,0.010936941644082728,0.6484375
52,52,0.010938302977416062,0.65625
101,101,0.010950747644082728,0.6640625
49,49,0.010973278367076055,0.671875
125,126,0.01098808164408273,0.6796875
17,17,0.010996053810749397,0.6875
81,81,0.010999164977416064,0.6953125
55,55,0.011031795211280893,0.703125
90,90,0.0110468270607494,0.7109375
70,70,0.011051578810749401,0.71875
115,115,0.011068311461280903,0.7265625
113,113,0.01107113372741607,0.734375
103,103,0.011081060044614243,0.7421875
100,99,0.011095614544614246,0.75
85,85,0.011112345477416078,0.7578125
69,69,0.011131586227416083,0.765625
122,122,0.011134944544614256,0.7734375
15,15,0.011143332544614257,0.78125
79,79,0.011146610044614258,0.7890625
9,9,0.011163347310749397,0.796875
8,8,0.01118597021128093,0.8046875
86,86,0.011197352794614262,0.8125
66,66,0.011202508544614262,0.8203125
6,6,0.011215739211280927,0.828125
126,125,0.011217019477416032,0.8359375
111,111,0.011223814127947594,0.84375
13,13,0.011254688894082683,0.8515625
83,83,0.01126866187794759,0.859375
89,89,0.011282716644082674,0.8671875
67,67,0.011289902794614256,0.875
7,7,0.011326725711280915,0.8828125
39,39,0.011369882760808777,0.890625
124,123,0.011389053627947569,0.8984375
42,42,0.01139606022061726,0.90625
43,43,0.0114045772112809,0.9140625
12,12,0.011409669553950548,0.921875
11,11,0.011439431294614225,0.9296875
88,87,0.011477360544614216,0.9375
46,46,0.011506611887283887,0.9453125
10,10,0.011530124720617228,0.953125
45,45,0.011532411637283867,0.9609375
40,40,0.011596193510808844,0.96875
48,48,0.011598428193610568,0.9765625
47,47,0.01163009624993723,0.984375
44,44,0.011643574943610586,0.9921875
41,41,0.011847465743138429,1.0
