,Request Id,request_e2e_time,cdf
123,124,5.690974555394263,0.0078125
97,97,5.740034915670293,0.015625
127,127,5.743186655864406,0.0234375
32,32,5.797699000747137,0.03125
96,96,5.85164266758099,0.0390625
85,85,5.889951902958728,0.046875
23,23,5.9365994469719325,0.0546875
31,31,5.939751630019032,0.0625
63,63,5.954357508787126,0.0703125
59,59,5.97807136202897,0.078125
95,95,5.991691012386553,0.0859375
109,109,5.994733859810793,0.09375
108,108,5.999415131550705,0.1015625
75,75,6.01534802025364,0.109375
62,62,6.019118203906999,0.1171875
98,98,6.020696746074634,0.125
71,71,6.02343363591261,0.1328125
84,84,6.028357777034159,0.140625
37,37,6.0330570756650985,0.1484375
29,29,6.041990955062502,0.15625
114,114,6.052449776808487,0.1640625
36,36,6.058747921052344,0.171875
22,22,6.0799669144783195,0.1796875
4,4,6.086941336330291,0.1875
33,33,6.0904285676931025,0.1953125
113,113,6.092845446874151,0.203125
30,30,6.095889651560391,0.2109375
61,61,6.14481593355147,0.21875
34,34,6.1451807169849815,0.2265625
35,35,6.155934784687609,0.234375
74,74,6.162435061037542,0.2421875
58,58,6.164778213448841,0.25
83,83,6.16590984207528,0.2578125
28,28,6.17550533853386,0.265625
60,60,6.17732241345503,0.2734375
73,73,6.189617910054437,0.28125
107,107,6.224839193233549,0.2890625
53,53,6.226263005890786,0.296875
94,94,6.22862964112872,0.3046875
112,112,6.2360812734072795,0.3125
21,21,6.236504510846487,0.3203125
111,111,6.238463769819219,0.328125
81,81,6.250302107703192,0.3359375
125,125,6.266057696596363,0.34375
126,126,6.270264331323176,0.3515625
119,119,6.299905487944244,0.359375
57,57,6.303770482732801,0.3671875
72,72,6.304676466396785,0.375
27,27,6.305749881736276,0.3828125
93,93,6.316333899305249,0.390625
3,3,6.326265420844837,0.3984375
70,70,6.327547564314088,0.40625
99,99,6.332242802175955,0.4140625
120,120,6.3360136161442995,0.421875
17,17,6.33619141942734,0.4296875
116,116,6.351939623490409,0.4375
100,100,6.354103161849821,0.4453125
110,110,6.355266467151353,0.453125
18,18,6.36088549514853,0.4609375
20,20,6.36161030676514,0.46875
101,101,6.366044901739059,0.4765625
52,52,6.3809888920497855,0.484375
19,19,6.392800793137592,0.4921875
122,122,6.3947841978759925,0.5
82,82,6.394817495734287,0.5078125
117,117,6.398065521189949,0.515625
124,123,6.398879345420738,0.5234375
80,80,6.413518482061534,0.53125
106,106,6.418537637959076,0.5390625
118,118,6.429336603501781,0.546875
26,26,6.441798328681145,0.5546875
115,115,6.4543845468667485,0.5625
2,2,6.460557102629952,0.5703125
56,56,6.465664235338707,0.578125
121,121,6.480511039486601,0.5859375
69,69,6.485769156970051,0.59375
92,92,6.491517902572667,0.6015625
24,24,6.4963834310041975,0.609375
68,68,6.506235665046958,0.6171875
5,5,6.527200433632267,0.625
105,105,6.542689954409923,0.6328125
79,79,6.555518736913115,0.640625
25,25,6.567729427255294,0.6484375
55,55,6.589043591002465,0.65625
54,54,6.5978499989430475,0.6640625
16,16,6.599028373887123,0.671875
51,51,6.599351407915677,0.6796875
104,104,6.669082972608862,0.6875
0,0,6.672861264459209,0.6953125
78,78,6.676472889820644,0.703125
1,1,6.680287716661063,0.7109375
86,86,6.712164906173086,0.71875
102,102,6.7244444382932045,0.7265625
64,64,6.738078717871758,0.734375
50,50,6.741990121729103,0.7421875
91,91,6.742902643973537,0.75
14,14,6.752758881424512,0.7578125
67,67,6.758402989316153,0.765625
15,15,6.765825866376229,0.7734375
90,90,6.7686715483872035,0.78125
66,66,6.777822807685936,0.7890625
103,103,6.77809632165787,0.796875
77,77,6.7806556678533525,0.8046875
76,76,6.804712732149568,0.8125
65,65,6.8773196422385325,0.8203125
49,49,6.885336303301145,0.828125
89,89,6.954507215328022,0.8359375
38,38,6.967105519638267,0.84375
88,88,7.003482279710056,0.8515625
13,13,7.023710339182681,0.859375
48,48,7.082768785248589,0.8671875
87,87,7.133071142252589,0.875
39,39,7.2157329917114055,0.8828125
10,10,7.235130121473844,0.890625
7,7,7.23837571693897,0.8984375
12,12,7.292640646648076,0.90625
11,11,7.298708028778952,0.9140625
47,47,7.357667254898303,0.921875
6,6,7.358546707713945,0.9296875
9,9,7.472228257229368,0.9375
8,8,7.483394497693563,0.9453125
46,46,7.507979449922786,0.953125
45,45,7.635482033557722,0.9609375
44,44,7.770800874737546,0.96875
43,43,7.886526591717413,0.9765625
42,42,7.957810843246463,0.984375
41,41,8.121405725317501,0.9921875
40,40,8.16220607236221,1.0
