,cdf,batch_execution_time
0,0.0,0.01079144045371867
1,0.01,0.01079144045371867
2,0.02,0.01079144045371867
3,0.03,0.01079144045371867
4,0.04,0.01079144045371867
5,0.05,0.01079144045371867
6,0.06,0.010813044939111494
7,0.07,0.010813044939111494
8,0.08,0.010813044939111494
9,0.09,0.010813044939111494
10,0.1,0.010813044939111494
11,0.11,0.010813044939111494
12,0.12,0.010813044939111494
13,0.13,0.010813044939111494
14,0.14,0.010813044939111494
15,0.15,0.010813044939111494
16,0.16,0.010813044939111494
17,0.17,0.010813044939111494
18,0.18,0.010878118255165542
19,0.19,0.010878118255165542
20,0.2,0.010878118255165542
21,0.21,0.010878118255165542
22,0.22,0.010878118255165542
23,0.23,0.010878118255165542
24,0.24,0.010878118255165542
25,0.25,0.010878118255165542
26,0.26,0.010878118255165542
27,0.27,0.010878118255165542
28,0.28,0.010878118255165542
29,0.29,0.010878118255165542
30,0.3,0.010878118255165542
31,0.31,0.010878118255165542
32,0.32,0.010878118255165542
33,0.33,0.010878118255165542
34,0.34,0.010878118255165542
35,0.35000000000000003,0.010878118255165542
36,0.36,0.010878118255165542
37,0.37,0.010878118255165542
38,0.38,0.0108998962696904
39,0.39,0.011187009972650321
40,0.4,0.011209406389011986
41,0.41000000000000003,0.011209406389011986
42,0.42,0.011209406389011986
43,0.43,0.011209406389011986
44,0.44,0.011231847643044041
45,0.45,0.011231847643044041
46,0.46,0.011231847643044041
47,0.47000000000000003,0.011231847643044041
48,0.48,0.011231847643044041
49,0.49,0.011231847643044041
50,0.5,0.011231847643044041
51,0.51,0.011231847643044041
52,0.52,0.011231847643044041
53,0.53,0.011231847643044041
54,0.54,0.011231847643044041
55,0.55,0.011231847643044041
56,0.56,0.011231847643044041
57,0.5700000000000001,0.011231847643044041
58,0.58,0.011231847643044041
59,0.59,0.011231847643044041
60,0.6,0.011231847643044041
61,0.61,0.01134472962633634
62,0.62,0.01134472962633634
63,0.63,0.01134472962633634
64,0.64,0.01134472962633634
65,0.65,0.01134472962633634
66,0.66,0.011390199438997196
67,0.67,0.011390199438997196
68,0.68,0.011390199438997196
69,0.6900000000000001,0.011390199438997196
70,0.7000000000000001,0.011413002641077271
71,0.71,0.011413002641077271
72,0.72,0.01145874609280157
73,0.73,0.01145874609280157
74,0.74,0.01145874609280157
75,0.75,0.01145874609280157
76,0.76,0.01145874609280157
77,0.77,0.01145874609280157
78,0.78,0.011504672884830045
79,0.79,0.011550783751992826
80,0.8,0.011550783751992826
81,0.81,0.01162029680830563
82,0.8200000000000001,0.01162029680830563
83,0.8300000000000001,0.01162029680830563
84,0.84,0.01162029680830563
85,0.85,0.01162029680830563
86,0.86,0.011807716982826767
87,0.87,0.011878776273103181
88,0.88,0.011878776273103181
89,0.89,0.01192638655114139
90,0.9,0.01192638655114139
91,0.91,0.01192638655114139
92,0.92,0.012118743552489568
93,0.93,0.012240538990844098
94,0.9400000000000001,0.012338856079540583
95,0.9500000000000001,0.012588117590665422
96,0.96,0.012638570917227877
97,0.97,0.013101848589856717
98,0.98,0.04229858883613699
99,0.99,0.044289770669018014
100,1.0,0.048074590202743524
