,Request Id,request_execution_plus_preemption_time,cdf
0,0,5.690974555393115,0.0078125
1,1,5.690974555393115,0.015625
2,2,5.690974555393115,0.0234375
3,3,5.690974555393115,0.03125
4,4,5.690974555393115,0.0390625
5,5,5.690974555393115,0.046875
6,6,5.690974555393115,0.0546875
7,7,5.690974555393115,0.0625
8,8,5.690974555393115,0.0703125
9,9,5.690974555393115,0.078125
10,10,5.690974555393115,0.0859375
11,11,5.690974555393115,0.09375
12,12,5.690974555393115,0.1015625
13,13,5.690974555393115,0.109375
14,14,5.690974555393115,0.1171875
15,15,5.690974555393115,0.125
16,16,5.690974555393115,0.1328125
17,17,5.690974555393115,0.140625
18,18,5.690974555393115,0.1484375
19,19,5.690974555393115,0.15625
20,20,5.690974555393115,0.1640625
21,21,5.690974555393115,0.171875
22,22,5.690974555393115,0.1796875
23,23,5.690974555393115,0.1875
24,24,5.690974555393115,0.1953125
25,25,5.690974555393115,0.203125
26,26,5.690974555393115,0.2109375
27,27,5.690974555393115,0.21875
28,28,5.690974555393115,0.2265625
29,29,5.690974555393115,0.234375
30,30,5.690974555393115,0.2421875
31,31,5.690974555393115,0.25
32,32,5.690974555393115,0.2578125
33,33,5.690974555393115,0.265625
34,34,5.690974555393115,0.2734375
35,35,5.690974555393115,0.28125
36,36,5.690974555393115,0.2890625
37,37,5.690974555393115,0.296875
38,38,5.690974555393115,0.3046875
40,41,5.690974555393115,0.3125
42,42,5.690974555393115,0.3203125
43,43,5.690974555393115,0.328125
44,44,5.690974555393115,0.3359375
45,45,5.690974555393115,0.34375
46,46,5.690974555393115,0.3515625
49,49,5.690974555393115,0.359375
50,50,5.690974555393115,0.3671875
51,51,5.690974555393115,0.375
52,52,5.690974555393115,0.3828125
53,53,5.690974555393115,0.390625
54,54,5.690974555393115,0.3984375
55,55,5.690974555393115,0.40625
56,56,5.690974555393115,0.4140625
57,57,5.690974555393115,0.421875
58,58,5.690974555393115,0.4296875
59,59,5.690974555393115,0.4375
60,60,5.690974555393115,0.4453125
61,61,5.690974555393115,0.453125
62,62,5.690974555393115,0.4609375
63,63,5.690974555393115,0.46875
64,64,5.690974555393115,0.4765625
65,65,5.690974555393115,0.484375
66,66,5.690974555393115,0.4921875
67,67,5.690974555393115,0.5
68,68,5.690974555393115,0.5078125
69,69,5.690974555393115,0.515625
70,70,5.690974555393115,0.5234375
71,71,5.690974555393115,0.53125
72,72,5.690974555393115,0.5390625
73,73,5.690974555393115,0.546875
74,74,5.690974555393115,0.5546875
75,75,5.690974555393115,0.5625
76,76,5.690974555393115,0.5703125
77,77,5.690974555393115,0.578125
78,78,5.690974555393115,0.5859375
79,79,5.690974555393115,0.59375
80,80,5.690974555393115,0.6015625
81,81,5.690974555393115,0.609375
82,82,5.690974555393115,0.6171875
83,83,5.690974555393115,0.625
84,84,5.690974555393115,0.6328125
85,85,5.690974555393115,0.640625
86,86,5.690974555393115,0.6484375
87,87,5.690974555393115,0.65625
88,88,5.690974555393115,0.6640625
89,89,5.690974555393115,0.671875
90,90,5.690974555393115,0.6796875
91,91,5.690974555393115,0.6875
92,92,5.690974555393115,0.6953125
93,93,5.690974555393115,0.703125
94,94,5.690974555393115,0.7109375
95,95,5.690974555393115,0.71875
96,96,5.690974555393115,0.7265625
97,97,5.690974555393115,0.734375
98,98,5.690974555393115,0.7421875
99,99,5.690974555393115,0.75
100,100,5.690974555393115,0.7578125
101,101,5.690974555393115,0.765625
102,102,5.690974555393115,0.7734375
103,103,5.690974555393115,0.78125
104,104,5.690974555393115,0.7890625
105,105,5.690974555393115,0.796875
106,106,5.690974555393115,0.8046875
107,107,5.690974555393115,0.8125
108,108,5.690974555393115,0.8203125
109,109,5.690974555393115,0.828125
110,110,5.690974555393115,0.8359375
111,111,5.690974555393115,0.84375
112,112,5.690974555393115,0.8515625
113,113,5.690974555393115,0.859375
114,114,5.690974555393115,0.8671875
115,115,5.690974555393115,0.875
116,116,5.690974555393115,0.8828125
117,117,5.690974555393115,0.890625
118,118,5.690974555393115,0.8984375
119,119,5.690974555393115,0.90625
120,120,5.690974555393115,0.9140625
121,121,5.690974555393115,0.921875
122,122,5.690974555393115,0.9296875
123,123,5.690974555393115,0.9375
124,124,5.690974555393115,0.9453125
125,125,5.690974555393115,0.953125
126,126,5.690974555393115,0.9609375
127,127,5.690974555393115,0.96875
47,47,5.70954013114768,0.9765625
48,48,5.713443974547258,0.984375
39,39,5.824768748985353,0.9921875
41,40,5.827711094784918,1.0
