,Request Id,request_execution_plus_preemption_time_normalized,cdf
0,0,0.011115184678502178,0.0078125
21,21,0.011115184678502178,0.015625
25,25,0.011115184678502178,0.0234375
32,32,0.011115184678502178,0.03125
35,35,0.011115184678502178,0.0390625
37,37,0.011115184678502178,0.046875
38,38,0.011115184678502178,0.0546875
50,50,0.011115184678502178,0.0625
57,57,0.011115184678502178,0.0703125
58,58,0.011115184678502178,0.078125
63,63,0.011115184678502178,0.0859375
66,67,0.011115184678502178,0.09375
70,70,0.011115184678502178,0.1015625
71,71,0.011115184678502178,0.109375
83,83,0.011115184678502178,0.1171875
84,84,0.011115184678502178,0.125
85,85,0.011115184678502178,0.1328125
86,86,0.011115184678502178,0.140625
95,95,0.011115184678502178,0.1484375
96,96,0.011115184678502178,0.15625
97,97,0.011115184678502178,0.1640625
99,99,0.011115184678502178,0.171875
102,102,0.011115184678502178,0.1796875
109,109,0.011115184678502178,0.1875
110,110,0.011115184678502178,0.1953125
112,112,0.011115184678502178,0.203125
115,115,0.011115184678502178,0.2109375
123,123,0.011115184678502178,0.21875
127,127,0.011115184678502178,0.2265625
53,53,0.011150863615252443,0.234375
36,36,0.01115533442461694,0.2421875
18,18,0.011155530242415397,0.25
114,114,0.011160074476779894,0.2578125
6,7,0.011164701561144387,0.265625
28,28,0.01117803284602861,0.2734375
20,20,0.011185393300354535,0.28125
120,120,0.011185837403749906,0.2890625
105,106,0.011189989002106692,0.296875
31,31,0.01119455950385884,0.3046875
125,125,0.011198239148820247,0.3125
48,48,0.011201957961580111,0.3203125
68,68,0.011210922907882852,0.328125
3,3,0.011213626603255058,0.3359375
26,26,0.011215429066836528,0.34375
23,23,0.011224918913139273,0.3515625
89,90,0.01122507558093773,0.359375
94,94,0.011227322197914577,0.3671875
92,92,0.01124300175439422,0.375
126,126,0.011247675396522631,0.3828125
81,81,0.011254925739176096,0.390625
69,69,0.01126171382828904,0.3984375
59,59,0.011281929739309257,0.40625
13,13,0.011332596678999607,0.4140625
15,15,0.011334342486078487,0.421875
62,62,0.011338908827234808,0.4296875
82,82,0.011370264837304026,0.4375
11,12,0.01138578385916473,0.4453125
98,98,0.011394580177072115,0.453125
27,27,0.011397353165242785,0.4609375
17,17,0.011403256977181064,0.46875
29,29,0.011403703330576434,0.4765625
118,118,0.011404895072964086,0.484375
103,103,0.01140906617132087,0.4921875
122,122,0.011417277318034418,0.5
47,47,0.011421294330794272,0.5078125
111,111,0.011424821322360305,0.515625
16,16,0.011428308923077973,0.5234375
65,65,0.011432002677097021,0.53125
1,1,0.011435674772469245,0.5390625
24,24,0.011438122836050729,0.546875
33,33,0.01143934686784147,0.5546875
22,22,0.011450681682353499,0.5625
87,88,0.011450885475151957,0.5703125
93,93,0.011453838967128805,0.578125
75,75,0.011455352669109213,0.5859375
108,108,0.011463855048115545,0.59375
101,101,0.011468838329482789,0.6015625
113,113,0.011472930620638042,0.609375
19,19,0.011473471599033423,0.6171875
100,100,0.011474116191421056,0.625
34,34,0.011480593438956218,0.6328125
30,30,0.01148308340593309,0.640625
5,5,0.0114933853818383,0.6484375
4,4,0.011506822619296309,0.65625
124,124,0.011513034386440812,0.6640625
67,66,0.01153563237551764,0.671875
77,77,0.011555115768522205,0.6796875
119,119,0.011571453396771642,0.6875
45,46,0.011575206896250982,0.6953125
117,117,0.011580746853671348,0.703125
10,10,0.011612231155964927,0.7109375
61,61,0.01161508170203717,0.71875
2,2,0.011683954883748885,0.7265625
64,64,0.011708069088218058,0.734375
91,91,0.01171592998030786,0.7421875
121,121,0.011726297646488394,0.75
52,52,0.011734791577751228,0.7578125
14,14,0.011742836771548772,0.765625
76,76,0.011761434761696967,0.7734375
74,74,0.011770778337570691,0.78125
116,116,0.011773680886961799,0.7890625
51,51,0.011782778468230176,0.796875
80,80,0.011783497656827142,0.8046875
107,107,0.011794542909822245,0.8125
56,56,0.011803440552709191,0.8203125
60,60,0.011807959360327634,0.828125
7,6,0.011808188677426055,0.8359375
43,43,0.011881556291596325,0.84375
54,54,0.011894650691897385,0.8515625
90,89,0.011971200323923254,0.859375
73,73,0.01202578330618604,0.8671875
79,79,0.012038776800442534,0.875
106,105,0.0120500089034376,0.8828125
55,55,0.012059286046324636,0.890625
39,39,0.012072716475596138,0.8984375
41,41,0.012136576935211696,0.90625
12,11,0.012140808662682512,0.9140625
49,49,0.012148572535463628,0.921875
104,104,0.012174648918784928,0.9296875
88,87,0.012183841965930977,0.9375
72,72,0.012199504879625936,0.9453125
78,78,0.012228403220114674,0.953125
9,9,0.012293258586487108,0.9609375
40,40,0.012358901844361388,0.96875
42,42,0.012369257868322036,0.9765625
46,45,0.012445530119492045,0.984375
8,8,0.012514152910579219,0.9921875
44,44,0.01255452988151738,1.0
