,Request Id,request_execution_plus_preemption_time,cdf
0,0,5.690974555393115,0.0078125
21,21,5.690974555393115,0.015625
25,25,5.690974555393115,0.0234375
32,32,5.690974555393115,0.03125
35,35,5.690974555393115,0.0390625
37,37,5.690974555393115,0.046875
38,38,5.690974555393115,0.0546875
50,50,5.690974555393115,0.0625
57,57,5.690974555393115,0.0703125
58,58,5.690974555393115,0.078125
63,63,5.690974555393115,0.0859375
66,67,5.690974555393115,0.09375
70,70,5.690974555393115,0.1015625
71,71,5.690974555393115,0.109375
83,83,5.690974555393115,0.1171875
84,84,5.690974555393115,0.125
85,85,5.690974555393115,0.1328125
86,86,5.690974555393115,0.140625
95,95,5.690974555393115,0.1484375
96,96,5.690974555393115,0.15625
97,97,5.690974555393115,0.1640625
99,99,5.690974555393115,0.171875
102,102,5.690974555393115,0.1796875
109,109,5.690974555393115,0.1875
110,110,5.690974555393115,0.1953125
112,112,5.690974555393115,0.203125
115,115,5.690974555393115,0.2109375
123,123,5.690974555393115,0.21875
127,127,5.690974555393115,0.2265625
53,53,5.709242171009251,0.234375
36,36,5.711531225403873,0.2421875
18,18,5.711631484116683,0.25
114,114,5.713958132111306,0.2578125
6,7,5.716327199305926,0.265625
28,28,5.723152817166648,0.2734375
20,20,5.726921369781522,0.28125
120,120,5.727148750719952,0.2890625
105,106,5.7292743690786265,0.296875
31,31,5.731614465975726,0.3046875
125,125,5.733498444195966,0.3125
48,48,5.735402476329017,0.3203125
68,68,5.73999252883602,0.328125
3,3,5.74137682086659,0.3359375
26,26,5.7422996822203025,0.34375
23,23,5.747158483527308,0.3515625
89,90,5.7472386974401175,0.359375
94,94,5.748388965332263,0.3671875
92,92,5.7564168982498405,0.375
126,126,5.758809803019587,0.3828125
81,81,5.762521978458161,0.390625
69,69,5.765997480083988,0.3984375
59,59,5.77634802652634,0.40625
13,13,5.802289499647799,0.4140625
15,15,5.8031833528721855,0.421875
62,62,5.805521319544222,0.4296875
82,82,5.821575596699661,0.4375
11,12,5.829521335892342,0.4453125
98,98,5.834025050660923,0.453125
27,27,5.835444820604306,0.4609375
17,17,5.838467572316705,0.46875
29,29,5.838696105255134,0.4765625
118,118,5.839306277357612,0.484375
103,103,5.841441879716285,0.4921875
122,122,5.845645986833622,0.5
47,47,5.8477026973666675,0.5078125
111,111,5.849508517048476,0.515625
16,16,5.851294168615922,0.5234375
65,65,5.853185370673675,0.53125
1,1,5.855065483504253,0.5390625
24,24,5.856318892057973,0.546875
33,33,5.856945596334833,0.5546875
22,22,5.8627490213649915,0.5625
87,88,5.862853363277802,0.5703125
93,93,5.864365551169948,0.578125
75,75,5.865140566583917,0.5859375
108,108,5.869493784635159,0.59375
101,101,5.872045224695188,0.6015625
113,113,5.8741404777666775,0.609375
19,19,5.874417458705112,0.6171875
100,100,5.8747474900075805,0.625
34,34,5.878063840745583,0.6328125
30,30,5.8793387038377425,0.640625
5,5,5.88461331550121,0.6484375
4,4,5.89149318107971,0.65625
124,124,5.894673605857696,0.6640625
67,66,5.906243776265032,0.671875
77,77,5.916219273483369,0.6796875
119,119,5.924584139147081,0.6875
45,46,5.926505930880503,0.6953125
117,117,5.92934238907973,0.703125
10,10,5.945462351854043,0.7109375
61,61,5.946921831443031,0.71875
2,2,5.982184900479429,0.7265625
64,64,5.9945313731676455,0.734375
91,91,5.998556149917625,0.7421875
121,121,6.003864395002058,0.75
52,52,6.008213287808629,0.7578125
14,14,6.012332427032971,0.765625
76,76,6.021854597988847,0.7734375
74,74,6.026638508836194,0.78125
116,116,6.028124614124441,0.7890625
51,51,6.03278257573385,0.796875
80,80,6.0331508002954966,0.8046875
107,107,6.0388059698289895,0.8125
56,56,6.043361562987106,0.8203125
60,60,6.0456751924877485,0.828125
7,6,6.04579260284214,0.8359375
43,43,6.083356821297318,0.84375
54,54,6.090061154251461,0.8515625
90,89,6.129254565848706,0.859375
73,73,6.1572010527672525,0.8671875
79,79,6.163853721826578,0.875
106,105,6.169604558560051,0.8828125
55,55,6.1743544557182135,0.890625
39,39,6.181230835505223,0.8984375
41,41,6.213927390828388,0.90625
12,11,6.216094035293446,0.9140625
49,49,6.220069138157378,0.921875
104,104,6.233420246417883,0.9296875
88,87,6.23812708655666,0.9375
72,72,6.246146498368479,0.9453125
78,78,6.260942448698713,0.953125
9,9,6.2941483962813995,0.9609375
40,40,6.327757744313031,0.96875
42,42,6.333060028580882,0.9765625
46,45,6.372111421179927,0.984375
8,8,6.40724629021656,0.9921875
44,44,6.4279192993368985,1.0
