,Request Id,request_e2e_time,cdf
31,31,5.690974555392472,0.0078125
96,96,5.690974555394263,0.015625
97,97,5.690974555394263,0.0234375
29,29,5.710244307443766,0.03125
84,84,5.71043216455584,0.0390625
127,127,5.717488123835892,0.046875
36,36,5.718311357187147,0.0546875
63,63,5.725248395336777,0.0625
32,32,5.727580037155683,0.0703125
62,62,5.732350928503237,0.078125
22,22,5.732557308870618,0.0859375
74,74,5.733487512347494,0.09375
75,75,5.7377381777488665,0.1015625
85,85,5.742211403675668,0.109375
113,113,5.7438179109974214,0.1171875
93,94,5.74564879666184,0.125
23,23,5.746538036996043,0.1328125
58,58,5.7500673769612405,0.140625
95,95,5.764304415335602,0.1484375
108,108,5.774257817927207,0.15625
4,4,5.791230063525983,0.1640625
107,107,5.798112379223568,0.171875
59,59,5.798638482380895,0.1796875
37,37,5.8101057914092,0.1875
81,81,5.818306131156675,0.1953125
34,34,5.825824722964171,0.203125
71,71,5.82725853450971,0.2109375
109,109,5.8283145084874945,0.21875
98,98,5.834025050660529,0.2265625
53,53,5.8340250506621345,0.234375
61,61,5.8342494620005425,0.2421875
60,60,5.836042499907791,0.25
51,51,5.838022430313359,0.2578125
72,72,5.841594422742503,0.265625
99,99,5.843771608613935,0.2734375
33,33,5.843844961725431,0.28125
110,110,5.847866862792472,0.2890625
83,83,5.851562274468193,0.296875
114,114,5.853956023652046,0.3046875
0,1,5.855065483504228,0.3125
116,116,5.8581973085034065,0.3203125
30,30,5.859444901899153,0.328125
52,52,5.861134438277915,0.3359375
126,126,5.861866089735031,0.34375
25,25,5.862142822687808,0.3515625
18,18,5.864106514028023,0.359375
100,100,5.864197843695251,0.3671875
120,120,5.867104181366926,0.375
69,69,5.867562730549963,0.3828125
73,73,5.870214745175929,0.390625
35,35,5.87361323496598,0.3984375
112,112,5.874213901023381,0.40625
118,118,5.8752590217745535,0.4140625
19,19,5.877673983288826,0.421875
21,21,5.878407046604259,0.4296875
20,20,5.878613473634875,0.4375
101,101,5.8789727544932475,0.4453125
3,3,5.881275222969726,0.453125
111,111,5.882710889645011,0.4609375
70,70,5.882773561116693,0.46875
27,27,5.888007836216524,0.4765625
28,28,5.889483080303087,0.484375
125,125,5.895582602497711,0.4921875
17,17,5.896041370521502,0.5
123,123,5.897608148279687,0.5078125
92,92,5.903508019195868,0.515625
94,93,5.905474481940928,0.5234375
119,119,5.906405243405629,0.53125
56,56,5.908074179416673,0.5390625
117,117,5.910663041509224,0.546875
82,82,5.911474601230793,0.5546875
26,26,5.91327346357842,0.5625
16,16,5.926757080564425,0.5703125
57,57,5.931336812672768,0.578125
105,105,5.943200616354062,0.5859375
2,2,5.947142860925078,0.59375
79,79,5.957015931872178,0.6015625
106,106,5.973000097569297,0.609375
80,80,5.9832731447850165,0.6171875
88,89,5.986413737098019,0.625
5,5,5.992210909431314,0.6328125
124,124,5.992860949925756,0.640625
54,54,5.995713193424592,0.6484375
115,115,6.0005616927359995,0.65625
66,67,6.005490322918689,0.6640625
24,24,6.014212659026384,0.671875
121,121,6.015587055317468,0.6796875
90,90,6.025122144420095,0.6875
76,76,6.035760925796666,0.6953125
14,14,6.036383158491493,0.703125
49,49,6.04361176630924,0.7109375
50,50,6.0443331263473254,0.71875
68,68,6.050169882515178,0.7265625
1,0,6.053119445864164,0.734375
55,55,6.055535217450441,0.7421875
102,102,6.056037950972211,0.75
77,77,6.06096463458573,0.7578125
103,103,6.064926893075551,0.765625
15,15,6.09428659088811,0.7734375
87,87,6.099348160035532,0.78125
86,86,6.101536104892062,0.7890625
104,104,6.102544233105505,0.796875
65,65,6.1119034452498795,0.8046875
78,78,6.118398840831617,0.8125
122,122,6.122664177816176,0.8203125
38,38,6.129765835127188,0.828125
91,91,6.137043021661356,0.8359375
89,88,6.147090263486916,0.84375
64,64,6.151191328985334,0.8515625
67,66,6.176505340610447,0.859375
13,13,6.230412678602363,0.8671875
11,11,6.233894129146284,0.875
12,12,6.270647067744784,0.8828125
7,7,6.271139056689313,0.890625
48,48,6.286992875869089,0.8984375
8,9,6.303389738571468,0.90625
47,47,6.314261242768495,0.9140625
39,39,6.354753215920951,0.921875
9,8,6.376850374041474,0.9296875
10,10,6.3953026258843195,0.9375
6,6,6.41950151134391,0.9453125
46,46,6.441702247009914,0.953125
45,45,6.459378204566789,0.9609375
41,41,6.51069553847482,0.96875
40,40,6.525583993914864,0.9765625
42,42,6.5536949664133175,0.984375
44,44,6.569736590265151,0.9921875
43,43,6.571440267369752,1.0
