,Request Id,request_execution_plus_preemption_time,cdf
31,31,5.690974555393115,0.0078125
96,96,5.690974555393115,0.015625
97,97,5.690974555393115,0.0234375
29,29,5.7072510767530575,0.03125
84,84,5.7077481463171065,0.0390625
127,127,5.709839499286109,0.046875
36,36,5.710933897127015,0.0546875
32,32,5.720333281731119,0.0625
63,63,5.721825976961692,0.0703125
62,62,5.723816237269126,0.078125
22,22,5.727300525745571,0.0859375
75,75,5.72783201993524,0.09375
74,74,5.7294269121042465,0.1015625
113,113,5.737250793749258,0.109375
85,85,5.73881400223107,0.1171875
93,94,5.741142796728161,0.125
23,23,5.74137682086659,0.1328125
58,58,5.7479370277740855,0.140625
95,95,5.76149436485073,0.1484375
108,108,5.774091675838971,0.15625
59,59,5.7886674875367925,0.1640625
4,4,5.790666444913285,0.171875
107,107,5.796521970559905,0.1796875
37,37,5.804056957212877,0.1875
81,81,5.809374803272826,0.1953125
34,34,5.825824722964684,0.203125
51,51,5.82676126457733,0.2109375
71,71,5.827258534508061,0.21875
109,109,5.828314508487392,0.2265625
53,53,5.834025050660923,0.234375
98,98,5.834025050660923,0.2421875
61,61,5.8342494619993515,0.25
60,60,5.836042499906786,0.2578125
72,72,5.841594422741905,0.265625
99,99,5.843771608613383,0.2734375
33,33,5.843844961726193,0.28125
114,114,5.847728524657244,0.2890625
110,110,5.847866862792286,0.296875
83,83,5.851562274468717,0.3046875
52,52,5.853018161167389,0.3125
126,126,5.853290374574718,0.3203125
30,30,5.853461353579532,0.328125
0,1,5.855065483504253,0.3359375
116,116,5.85804744393283,0.34375
100,100,5.858766012491921,0.3515625
18,18,5.860278309106799,0.359375
69,69,5.860835822070975,0.3671875
73,73,5.861844587850185,0.375
25,25,5.862142822688133,0.3828125
35,35,5.86465340683987,0.390625
120,120,5.866602494972892,0.3984375
19,19,5.867871126043751,0.40625
112,112,5.869873091136538,0.4140625
21,21,5.870644417874529,0.421875
118,118,5.870794495028668,0.4296875
111,111,5.873049652443525,0.4375
70,70,5.8752518482398335,0.4453125
20,20,5.875253859746019,0.453125
101,101,5.875935311361298,0.4609375
3,3,5.878113360258392,0.46875
27,27,5.878757136048072,0.4765625
28,28,5.884241360473363,0.484375
17,17,5.8928788641980665,0.4921875
92,92,5.893058977346789,0.5
125,125,5.894403547919875,0.5078125
123,123,5.89602341288889,0.515625
56,56,5.898551784235682,0.5234375
94,93,5.899256008309062,0.53125
119,119,5.901778313951764,0.5390625
26,26,5.906500429065012,0.546875
117,117,5.906839157622835,0.5546875
82,82,5.90855216683462,0.5625
16,16,5.9220140173297855,0.5703125
57,57,5.92801316876413,0.578125
105,105,5.936219530951293,0.5859375
2,2,5.942439147318249,0.59375
79,79,5.954916528514596,0.6015625
106,106,5.964558092704523,0.609375
80,80,5.977924807258657,0.6171875
5,5,5.984058041850949,0.625
88,89,5.984866337600845,0.6328125
124,124,5.988941924125633,0.640625
54,54,5.995713193424221,0.6484375
66,67,6.000265474775169,0.65625
115,115,6.000561692734932,0.6640625
121,121,6.004965927807631,0.671875
24,24,6.0142126590267,0.6796875
90,90,6.016037889636638,0.6875
14,14,6.025625037485881,0.6953125
76,76,6.035760925795383,0.703125
49,49,6.038256843798866,0.7109375
68,68,6.040230226256974,0.71875
50,50,6.042903703927462,0.7265625
102,102,6.045432920285992,0.734375
55,55,6.050827987362983,0.7421875
1,0,6.053119445864194,0.75
77,77,6.06096463458409,0.7578125
103,103,6.062658154339385,0.765625
15,15,6.085193053078126,0.7734375
104,104,6.095497199835595,0.78125
87,87,6.099348160033574,0.7890625
86,86,6.101536104890069,0.796875
78,78,6.1088572967897266,0.8046875
65,65,6.111903445249216,0.8125
122,122,6.117696465000485,0.8203125
38,38,6.12976583512557,0.828125
91,91,6.132390965562759,0.8359375
89,88,6.147067108767749,0.84375
64,64,6.151191328984201,0.8515625
67,66,6.171176002188044,0.859375
13,13,6.220713422128297,0.8671875
11,11,6.226918969284264,0.875
12,12,6.26456721645429,0.8828125
7,7,6.267162493256291,0.890625
48,48,6.277986208672177,0.8984375
8,9,6.301561767254762,0.90625
47,47,6.31129149211891,0.9140625
39,39,6.3518845799124986,0.921875
9,8,6.373858974600395,0.9296875
10,10,6.390784228399165,0.9375
6,6,6.4195015113437055,0.9453125
46,46,6.44143376910614,0.953125
45,45,6.449163918169605,0.9609375
41,41,6.503255265518805,0.96875
40,40,6.520124756947702,0.9765625
42,42,6.549198824392942,0.984375
43,43,6.566555346709807,0.9921875
44,44,6.566975822815729,1.0
