,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
78,78,8.302419402178574e-05,0.0078125
83,83,8.302419402178574e-05,0.015625
85,85,8.302419402178574e-05,0.0234375
86,86,8.302419402178574e-05,0.03125
87,87,8.302419402178574e-05,0.0390625
93,93,8.302419402178574e-05,0.046875
96,96,8.302419402178574e-05,0.0546875
98,98,8.302419402178574e-05,0.0625
99,99,8.302419402178574e-05,0.0703125
109,109,8.302419402178574e-05,0.078125
110,110,8.302419402178574e-05,0.0859375
115,115,8.302419402178574e-05,0.09375
118,118,8.302419402178574e-05,0.1015625
123,123,8.302419402178574e-05,0.109375
127,127,8.302419402178574e-05,0.1171875
6,6,8.302419402179094e-05,0.125
0,0,8.302419402179202e-05,0.1328125
1,1,8.302419402179202e-05,0.140625
21,21,8.302419402179267e-05,0.1484375
24,24,8.302419402179267e-05,0.15625
25,25,8.302419402179267e-05,0.1640625
33,33,8.302419402179267e-05,0.171875
35,35,8.302419402179267e-05,0.1796875
38,38,8.302419402179961e-05,0.1875
40,40,8.302419402179961e-05,0.1953125
54,54,8.302419402179961e-05,0.203125
57,57,8.302419402179961e-05,0.2109375
60,60,8.302419402179961e-05,0.21875
63,63,8.302419402179961e-05,0.2265625
64,64,8.302419402179961e-05,0.234375
65,65,8.302419402179961e-05,0.2421875
71,71,8.302419402179961e-05,0.25
72,72,8.302419402179961e-05,0.2578125
26,26,9.051489112016364e-05,0.265625
34,34,9.051489112016364e-05,0.2734375
77,77,9.051489112017752e-05,0.28125
84,84,9.051489112017752e-05,0.2890625
112,112,9.051489112017752e-05,0.296875
22,22,9.05182286201657e-05,0.3046875
41,41,9.052323487015318e-05,0.3125
58,58,9.052323487015318e-05,0.3203125
66,67,9.052323487015318e-05,0.328125
2,2,9.052323487016402e-05,0.3359375
73,73,9.0523234870174e-05,0.34375
79,79,9.0523234870174e-05,0.3515625
94,94,9.0523234870174e-05,0.359375
116,116,9.0523234870174e-05,0.3671875
97,97,9.052495362017743e-05,0.375
37,37,9.056520362015624e-05,0.3828125
39,39,9.056520362015624e-05,0.390625
55,55,9.056520362015624e-05,0.3984375
61,61,9.056520362015624e-05,0.40625
10,10,9.056520362016405e-05,0.4140625
67,66,9.058145362016157e-05,0.421875
120,120,9.058145362016157e-05,0.4296875
122,122,9.058145362016157e-05,0.4375
102,102,9.058214112014906e-05,0.4453125
111,111,9.058214112014906e-05,0.453125
7,7,9.058214112016381e-05,0.4609375
36,36,9.058214112016988e-05,0.46875
53,53,9.058214112016988e-05,0.4765625
101,101,9.058239112016975e-05,0.484375
121,121,9.058276612015914e-05,0.4921875
100,100,9.05852661201717e-05,0.5
103,103,9.05852661201717e-05,0.5078125
31,31,9.066399830388178e-05,0.515625
43,43,9.085519209807436e-05,0.5234375
56,56,9.085519209807436e-05,0.53125
68,68,9.085519209807436e-05,0.5390625
113,113,9.085519209807436e-05,0.546875
23,23,9.08555358480681e-05,0.5546875
27,27,9.08555358480681e-05,0.5625
3,3,9.085553584807266e-05,0.5703125
20,20,9.08582858480736e-05,0.578125
69,69,9.08582858480736e-05,0.5859375
95,95,9.085828584808053e-05,0.59375
124,124,9.085897334806803e-05,0.6015625
80,80,9.086069209807146e-05,0.609375
105,105,9.086110459807784e-05,0.6171875
74,74,9.086172334805964e-05,0.625
104,104,9.086172334805964e-05,0.6328125
117,117,9.086172334805964e-05,0.640625
12,12,9.086172334807179e-05,0.6484375
62,62,9.086172334807352e-05,0.65625
32,32,9.086172334807699e-05,0.6640625
30,30,9.086206709807074e-05,0.671875
17,17,9.08620670980742e-05,0.6796875
42,42,9.08620670980742e-05,0.6875
59,59,9.08620670980742e-05,0.6953125
81,81,9.08620670980742e-05,0.703125
114,114,9.086344209806307e-05,0.7109375
76,76,9.087169209807955e-05,0.71875
46,46,9.163923947210634e-05,0.7265625
106,106,9.164305509709592e-05,0.734375
13,13,9.164305509709765e-05,0.7421875
11,11,9.164305509709852e-05,0.75
45,45,9.16430550971098e-05,0.7578125
70,70,9.170149259708771e-05,0.765625
75,75,9.170149259710159e-05,0.7734375
82,82,9.171936759709565e-05,0.78125
119,119,9.171936759709565e-05,0.7890625
4,4,9.171936759709695e-05,0.796875
44,44,9.171936759710952e-05,0.8046875
28,28,9.172280509709904e-05,0.8125
29,29,9.172280509709904e-05,0.8203125
49,49,9.172280509710251e-05,0.828125
16,16,9.17238363470959e-05,0.8359375
91,91,9.210354894349793e-05,0.84375
47,47,9.21035489435118e-05,0.8515625
107,107,9.215208644348938e-05,0.859375
51,51,9.222489269349737e-05,0.8671875
50,50,9.229914269349992e-05,0.875
14,14,9.229914269350166e-05,0.8828125
15,15,9.229914269350166e-05,0.890625
5,5,9.231910311016927e-05,0.8984375
52,52,9.294404880582502e-05,0.90625
108,108,9.294404880583196e-05,0.9140625
48,48,9.299114255583579e-05,0.921875
92,92,9.30863613058247e-05,0.9296875
9,9,9.441689577573131e-05,0.9375
19,19,9.44176520257297e-05,0.9453125
90,90,9.4491748805825e-05,0.953125
126,126,9.49561159482859e-05,0.9609375
88,88,0.00010751155658975109,0.96875
8,8,0.00010776577533973958,0.9765625
18,18,0.00010776955658974192,0.984375
125,125,0.00010859950658974327,0.9921875
89,89,0.00011044753783974459,1.0
