,Request Id,request_execution_plus_preemption_time_normalized,cdf
0,0,0.011115184678502178,0.0078125
25,25,0.011115184678502178,0.015625
35,35,0.011115184678502178,0.0234375
63,63,0.011115184678502178,0.03125
71,71,0.011115184678502178,0.0390625
85,85,0.011115184678502178,0.046875
86,86,0.011115184678502178,0.0546875
110,110,0.011115184678502178,0.0625
123,123,0.011115184678502178,0.0703125
127,127,0.011115184678502178,0.078125
53,53,0.011152808043237008,0.0859375
102,102,0.011159270005586069,0.09375
120,120,0.011185837403749906,0.1015625
37,37,0.01120354820736313,0.109375
114,114,0.011206291805568891,0.1171875
97,97,0.011208721815906016,0.125
84,84,0.011215429066836528,0.1328125
58,58,0.011224618502542359,0.140625
94,94,0.011227322197914577,0.1484375
95,95,0.01125092496132232,0.15625
81,81,0.011256980751819445,0.1640625
59,59,0.011281929739309257,0.171875
32,32,0.011314680602271828,0.1796875
62,62,0.011338908827234808,0.1875
15,15,0.011347073198003604,0.1953125
20,20,0.011354150022111507,0.203125
82,82,0.011370264837304026,0.2109375
99,99,0.011382394174800248,0.21875
109,109,0.011383426774389438,0.2265625
98,98,0.011394580177072115,0.234375
118,118,0.011404895072964086,0.2421875
96,96,0.011428989585120168,0.25
83,83,0.011438122836050729,0.2578125
33,33,0.01143934686784147,0.265625
57,57,0.011450287021756586,0.2734375
93,93,0.011453838967128805,0.28125
36,36,0.011463210872692052,0.2890625
100,100,0.011474116191421056,0.296875
70,70,0.011479828629081017,0.3046875
34,34,0.011480593438956218,0.3125
68,68,0.011491487719718103,0.3203125
23,23,0.0115064232812891,0.328125
77,77,0.011557160331165555,0.3359375
31,31,0.011590058320622959,0.34375
61,61,0.01161508170203717,0.3515625
119,119,0.011620462970179287,0.359375
48,48,0.011639869026150796,0.3671875
126,126,0.011672146064378696,0.375
108,108,0.01168585034774685,0.3828125
29,29,0.011697316046819178,0.390625
92,92,0.011713857157940776,0.3984375
75,75,0.011727352025988066,0.40625
117,117,0.01174918324720396,0.4140625
66,67,0.011755615995643953,0.421875
69,69,0.011757866940923015,0.4296875
22,22,0.011764928588075173,0.4375
113,113,0.01177360337570231,0.4453125
14,14,0.011777295409531435,0.453125
80,80,0.011783497656827142,0.4609375
4,4,0.011784428952174183,0.46875
56,56,0.011803440552709191,0.4765625
60,60,0.011807959360327634,0.484375
76,76,0.011815168768384935,0.4921875
101,101,0.011817005572542508,0.5
19,19,0.011828114960402304,0.5078125
54,54,0.011894650691897385,0.515625
30,30,0.011895605842375897,0.5234375
17,17,0.011923102327830391,0.53125
125,125,0.011929334534967506,0.5390625
52,52,0.011936666635712316,0.546875
65,65,0.011973467506726029,0.5546875
28,28,0.011974803153785846,0.5625
64,64,0.011975805682187127,0.5703125
21,21,0.011978119264792728,0.578125
111,111,0.011978902059559569,0.5859375
51,51,0.01199697617238251,0.59375
116,116,0.012004494015819316,0.6015625
38,38,0.012011770015406754,0.609375
67,66,0.012013320384538333,0.6171875
73,73,0.01202578330618604,0.625
112,112,0.01202930564431775,0.6328125
74,74,0.012031292406169994,0.640625
79,79,0.012038776800442534,0.6484375
55,55,0.012059286046324636,0.65625
18,18,0.012082038959797283,0.6640625
107,107,0.01208212439431108,0.671875
5,5,0.01211245540815676,0.6796875
27,27,0.01213158074475497,0.6875
47,47,0.012140389864037988,0.6953125
13,13,0.012146574342459332,0.703125
6,6,0.012154066618769336,0.7109375
12,12,0.012155616030676109,0.71875
16,16,0.0121745446531222,0.7265625
3,3,0.012180794718594635,0.734375
115,115,0.012182707699323695,0.7421875
72,72,0.012199504879625936,0.75
39,39,0.012209656312213006,0.7578125
124,124,0.012220701780860339,0.765625
78,78,0.012228403220114674,0.7734375
11,11,0.012248089887732967,0.78125
24,24,0.012265632007214464,0.7890625
50,50,0.012292057318609486,0.796875
10,10,0.01232747081012859,0.8046875
91,91,0.012333316184062523,0.8125
121,121,0.012358137613895934,0.8203125
26,26,0.012382604308869236,0.828125
122,122,0.01238909918924055,0.8359375
2,2,0.012412402039704274,0.84375
106,106,0.012417294898041173,0.8515625
46,46,0.012437131071325701,0.859375
90,90,0.012438278176692054,0.8671875
9,9,0.012509255069502076,0.875
49,49,0.012574568860797232,0.8828125
1,1,0.012575555646721906,0.890625
7,7,0.012656288927044143,0.8984375
105,105,0.012670708949495981,0.90625
43,43,0.01268565507278048,0.9140625
42,42,0.012694409958422803,0.921875
89,89,0.01270017600922924,0.9296875
8,8,0.01275872918399319,0.9375
45,45,0.012761298476830798,0.9453125
104,104,0.01282396211051119,0.953125
41,41,0.012843603780273853,0.9609375
88,88,0.012949134723720364,0.96875
44,44,0.01300527144840585,0.9765625
103,103,0.013014687064206732,0.984375
40,40,0.01306225498939358,0.9921875
87,87,0.01316403395880229,1.0
