,Time (sec),request_completion
0,7.731095129942723,1
1,8.52946274375665,2
2,9.090601293286984,3
3,9.48395960039089,4
4,11.944482727742308,5
5,14.367557486701275,6
6,18.84218842325159,7
7,19.28948959469222,8
8,20.431070618841918,9
9,20.476893421579096,10
10,20.773276362071428,11
11,22.139306713790006,12
12,22.14444904854787,13
13,22.583678190608918,14
14,24.49097572697565,15
15,25.842399814949378,16
16,26.76151430420984,17
17,28.412369171646358,18
18,31.817951587473154,19
19,31.861502244339555,20
20,34.737397727547496,21
21,37.442377946926406,22
22,38.172068281438406,23
23,38.377484742810346,24
24,44.75934718021801,25
25,44.99105600767837,26
26,45.84141319562126,27
27,45.92003360584205,28
28,49.59303586614109,29
29,51.310375386909,30
30,54.69964762343865,31
31,57.16019046278983,32
32,58.55486268157827,33
33,64.61240172623313,34
34,65.59099308497703,35
35,67.00388554196235,36
36,70.71941633253486,37
37,72.51415744136364,38
38,76.88401148456978,39
39,78.70878525523729,40
40,81.58295081844496,41
41,81.64103494873227,42
42,82.01650376909275,43
43,82.69254731995385,44
44,83.0246423998705,45
45,83.42900385588192,46
46,83.46814001818748,47
47,83.96899791615111,48
48,85.7313010068685,49
49,87.12443052985986,50
50,87.90003463289368,51
51,88.21589122477496,52
52,88.8151039956198,53
53,93.9261289429133,54
54,96.39008322306013,55
55,98.35989933778572,56
56,98.59942640175085,57
57,101.02894836408264,58
58,101.27761039626972,59
59,102.26442022753585,60
60,108.52321673643618,61
61,110.47205301520721,62
62,111.96403928832979,63
63,114.14787897926851,64
64,118.28965040245035,65
65,121.28067092110217,66
66,121.75986782023244,67
67,121.82666344798541,68
68,122.38692859705205,69
69,123.14429609819383,70
70,123.46863787930742,71
71,129.0081569292635,72
72,133.7442145652605,73
73,134.4186022277251,74
74,136.55539674750182,75
75,137.4045658459965,76
76,142.3624638876269,77
77,143.46202194790402,78
78,144.41601234617247,79
79,144.8880859626977,80
80,146.41229826822163,81
81,146.7487542450564,82
82,148.56384508347725,83
83,153.15465742059988,84
84,154.06281440771912,85
85,154.50414884622325,86
86,160.50414884622325,87
87,162.9779268922911,88
88,163.0595065626934,89
89,163.10517673823063,90
90,163.15013197332826,91
91,165.04828206072204,92
92,167.87897000183727,93
93,168.8345933078854,94
94,168.8886502714044,95
95,169.82508852852095,96
96,175.91444304883652,97
97,177.30911526762677,98
98,183.403105402617,99
99,187.34026161831684,100
100,187.41574999745401,101
101,190.14508042240143,102
102,192.09533075358513,103
103,194.587415420206,104
104,195.11077451279175,105
105,197.0788545462243,106
106,197.1800202987938,107
107,198.16000920148707,108
108,199.16546872294052,109
109,205.0007373942791,110
110,209.0359743439573,111
111,210.09924970126625,112
112,211.50482499149263,113
113,211.7769778769079,114
114,216.35950545851546,115
115,220.93978638041185,116
116,221.55793775900432,117
117,223.47408471552572,118
118,225.1658756060286,119
119,225.61500005689751,120
120,228.26881248641672,121
121,230.41777351795534,122
122,233.44961444611098,123
123,234.30225779684363,124
124,234.87715872525925,125
125,235.50887190902264,126
126,235.55211747983785,127
127,240.41925656735427,128
