,Request Id,request_e2e_time,cdf
25,25,5.690974555392472,0.0078125
35,35,5.690974555392636,0.015625
0,0,5.690974555393121,0.0234375
85,85,5.690974555394263,0.03125
86,86,5.690974555394263,0.0390625
110,110,5.690974555394263,0.046875
123,123,5.690974555394263,0.0546875
127,127,5.690974555394263,0.0625
63,63,5.690974555394305,0.0703125
71,71,5.690974555395641,0.078125
53,53,5.714556143517129,0.0859375
102,102,5.719079173007998,0.09375
120,120,5.735247223164862,0.1015625
37,37,5.736932075369239,0.109375
97,97,5.740034915670293,0.1171875
84,84,5.744821950190982,0.125
114,114,5.745701029253638,0.1328125
58,58,5.754384585710383,0.140625
95,95,5.762288147265423,0.1484375
81,81,5.769470073328193,0.15625
59,59,5.786878683587815,0.1640625
94,94,5.787151830045673,0.171875
32,32,5.799406551679503,0.1796875
15,15,5.812516913817319,0.1875
62,62,5.815052443126348,0.1953125
20,20,5.8233967261424375,0.203125
82,82,5.827601627512394,0.2109375
99,99,5.827785817497926,0.21875
109,109,5.8283145084874945,0.2265625
98,98,5.834025050660529,0.234375
118,118,5.8393062773577356,0.2421875
96,96,5.85164266758099,0.25
83,83,5.856318892057459,0.2578125
33,33,5.856945596334363,0.265625
57,57,5.86254695513918,0.2734375
93,93,5.864365551169641,0.28125
36,36,5.869583376794154,0.2890625
70,70,5.877698115946487,0.296875
100,100,5.88017932121133,0.3046875
34,34,5.884187589380289,0.3125
68,68,5.893164927615217,0.3203125
23,23,5.8981411502866194,0.328125
77,77,5.922395558992008,0.3359375
31,31,5.941459180951398,0.34375
61,61,5.951210310338695,0.3515625
119,119,5.956701054729763,0.359375
48,48,5.961767029695977,0.3671875
108,108,5.993045837148912,0.375
29,29,5.999784844773622,0.3828125
92,92,6.005658660688823,0.390625
75,75,6.012655178739976,0.3984375
66,67,6.024100237912947,0.40625
117,117,6.025458459492086,0.4140625
69,69,6.027290762570189,0.421875
22,22,6.03069722508922,0.4296875
14,14,6.035751334328392,0.4375
4,4,6.0380986300009045,0.4453125
113,113,6.038330597714548,0.453125
80,80,6.04264779493181,0.4609375
56,56,6.045233906232156,0.46875
60,60,6.045675192488147,0.4765625
76,76,6.050961894062112,0.484375
101,101,6.058415884812661,0.4921875
54,54,6.090061154252211,0.5
30,30,6.097597202492757,0.5078125
17,17,6.104816019977129,0.515625
125,125,6.112858381833121,0.5234375
126,126,6.116766125708693,0.53125
52,52,6.121836782914684,0.5390625
65,65,6.130415363444271,0.546875
64,64,6.131612509281126,0.5546875
21,21,6.13279706357438,0.5625
28,28,6.133744257917741,0.5703125
111,111,6.1428590916979715,0.578125
51,51,6.143782654349835,0.5859375
116,116,6.146786357003805,0.59375
38,38,6.150026247888562,0.6015625
67,66,6.1561493753061995,0.609375
112,112,6.159794193414456,0.6171875
73,73,6.164801552349729,0.625
79,79,6.1666250736292625,0.6328125
74,74,6.170629742940463,0.640625
55,55,6.181111612985262,0.6484375
18,18,6.194922247357731,0.65625
107,107,6.196847113424155,0.6640625
5,5,6.202827371362686,0.671875
47,47,6.21893369004755,0.6796875
27,27,6.221849480884977,0.6875
6,6,6.222882108810239,0.6953125
19,19,6.225432967115598,0.703125
13,13,6.227437800406808,0.7109375
12,12,6.231591996673119,0.71875
16,16,6.2335785651441356,0.7265625
115,115,6.237546342054628,0.734375
3,3,6.244760848265652,0.7421875
72,72,6.246146498368859,0.75
39,39,6.252368135858376,0.7578125
78,78,6.26094244869941,0.765625
124,124,6.264731364364053,0.7734375
24,24,6.2800035876942815,0.78125
11,11,6.28023846927587,0.7890625
50,50,6.298123095376027,0.796875
91,91,6.316168382634544,0.8046875
10,10,6.3220391732896,0.8125
121,121,6.333848724065717,0.8203125
26,26,6.346666440655447,0.828125
122,122,6.349881927813755,0.8359375
2,2,6.356574912501973,0.84375
106,106,6.357886507899906,0.8515625
46,46,6.369462952020513,0.859375
90,90,6.392765089569906,0.8671875
1,1,6.43868449112157,0.875
49,49,6.447164492847108,0.8828125
7,7,6.48827847103774,0.890625
105,105,6.493279463525141,0.8984375
43,43,6.503120720511802,0.90625
42,42,6.510334484010073,0.9140625
9,9,6.519089624716916,0.921875
8,8,6.533767176394456,0.9296875
45,45,6.543274458737898,0.9375
104,104,6.57385240112032,0.9453125
89,89,6.580089171242918,0.953125
88,88,6.630943990917473,0.9609375
41,41,6.6521436043439195,0.96875
44,44,6.668904755510482,0.9765625
103,103,6.671235548111866,0.984375
40,40,6.687874554570385,0.9921875
87,87,6.739985386906284,1.0
