,Request Id,prefill_time_execution_plus_preemption,cdf
98,98,0.15449373297315105,0.0078125
122,124,0.15449373297315105,0.015625
33,33,0.15449373297315816,0.0234375
0,0,0.15449373297316038,0.03125
25,25,0.17025518842002896,0.0390625
1,1,0.1702551884200294,0.046875
34,34,0.17062041508670234,0.0546875
97,97,0.17062041508671655,0.0625
87,87,0.17064170575338267,0.0703125
61,61,0.17072686842001872,0.078125
65,65,0.1709783884200391,0.0859375
115,115,0.17107161508667446,0.09375
6,6,0.17107161508669577,0.1015625
72,72,0.17107161508670288,0.109375
109,109,0.17120942842004183,0.1171875
110,110,0.17120942842004183,0.125
60,60,0.171462228420026,0.1328125
86,86,0.17146222842006864,0.140625
26,26,0.17428819859260614,0.1484375
2,2,0.17428819859261235,0.15625
78,78,0.17456019859261573,0.1640625
7,7,0.17472766525927952,0.171875
35,35,0.17472766525928307,0.1796875
112,112,0.17472766525929728,0.1875
55,55,0.1751323585926059,0.1953125
62,62,0.1751323585926059,0.203125
73,73,0.1751323585926059,0.2109375
74,74,0.1751323585926059,0.21875
84,84,0.1751323585926059,0.2265625
101,101,0.1751323585926059,0.234375
111,111,0.1751323585926059,0.2421875
116,116,0.1751323585926059,0.25
117,117,0.1751323585926059,0.2578125
32,32,0.175132358592613,0.265625
77,77,0.17522153192592782,0.2734375
123,122,0.17522153192592782,0.28125
37,37,0.17522153192594203,0.2890625
39,39,0.17522153192594203,0.296875
30,30,0.17551721192594272,0.3046875
31,31,0.17551721192594272,0.3125
38,38,0.17555475859259673,0.3203125
64,64,0.17555475859259673,0.328125
76,76,0.17555475859259673,0.3359375
24,24,0.17573203859262065,0.34375
36,36,0.17622061459262284,0.3515625
27,27,0.1772870252592753,0.359375
3,3,0.17728702525927886,0.3671875
63,63,0.17737717992596913,0.375
79,79,0.1776168385926269,0.3828125
113,113,0.1776168385926269,0.390625
85,85,0.1777843052592516,0.3984375
104,104,0.1777843052592516,0.40625
56,56,0.17778430525928002,0.4140625
75,75,0.17829502525930252,0.421875
57,57,0.17839349992594578,0.4296875
118,118,0.17841811859258883,0.4375
120,120,0.17841811859258883,0.4453125
124,123,0.17841811859258883,0.453125
102,102,0.17865581459261648,0.4609375
100,100,0.17872721725927931,0.46875
21,21,0.17881427859261478,0.4765625
54,54,0.17881427859262544,0.484375
83,83,0.17903422525927226,0.4921875
114,114,0.17903422525927226,0.5
127,127,0.17903422525927226,0.5078125
96,96,0.17945939859262694,0.515625
20,20,0.18139939089737567,0.5234375
67,67,0.18178763623070893,0.53125
41,41,0.18202038289737743,0.5390625
68,68,0.1839787615640347,0.546875
42,42,0.1840445535640498,0.5546875
80,80,0.18458300689735552,0.5625
119,119,0.1847176202306855,0.5703125
4,4,0.1847176202307077,0.578125
58,58,0.18471762023071392,0.5859375
22,22,0.185042100230703,0.59375
28,28,0.185042100230703,0.6015625
105,105,0.185042100230703,0.609375
121,121,0.185042100230703,0.6171875
103,103,0.18569404689736757,0.625
10,10,0.18589531577148044,0.6328125
69,69,0.18589531577148932,0.640625
91,91,0.18589531577148932,0.6484375
81,81,0.18615029177144038,0.65625
106,106,0.18653275577145223,0.6640625
107,107,0.18653275577145223,0.671875
59,59,0.18653275577146644,0.6796875
23,23,0.18684912910481444,0.6875
90,90,0.18686714778380065,0.6953125
29,29,0.18758278243813464,0.703125
5,5,0.18758278243814708,0.7109375
53,53,0.1876777157714855,0.71875
70,70,0.18775110243815618,0.7265625
9,9,0.18776686777147944,0.734375
126,126,0.18784255045045484,0.7421875
108,108,0.18852349710482486,0.75
71,71,0.1886500891048115,0.7578125
82,82,0.18868080910482377,0.765625
92,92,0.1894808091048219,0.7734375
19,19,0.19090964033905777,0.78125
12,12,0.19190282666248493,0.7890625
44,44,0.19203569066249315,0.796875
99,99,0.2017109775688084,0.8046875
13,13,0.2018712224504604,0.8125
45,45,0.202170842005998,0.8203125
46,46,0.20287317089490386,0.828125
47,47,0.20317395322794596,0.8359375
14,14,0.20403025533934738,0.84375
48,48,0.20445071767238687,0.8515625
95,95,0.20505020200602075,0.859375
88,88,0.20510276423550522,0.8671875
66,66,0.20527023090214414,0.875
49,49,0.20534269866247712,0.8828125
50,50,0.20534269866247712,0.890625
15,15,0.20536584656128198,0.8984375
17,17,0.20536584656128198,0.90625
40,40,0.2057640975688173,0.9140625
16,16,0.2059982719958171,0.921875
94,94,0.20609222253048642,0.9296875
51,51,0.20687059199582336,0.9375
8,8,0.20883759090216358,0.9453125
52,52,0.20990807319715543,0.953125
89,89,0.2117696015688466,0.9609375
125,125,0.21266984690217328,0.96875
18,18,0.21578592156883047,0.9765625
11,11,0.21595650290216462,0.984375
43,43,0.2159565029021735,0.9921875
93,93,0.21954199623550608,1.0
