,Time (sec),request_completion
0,9.340527669642155,1
1,9.407671480209835,2
2,9.929501218084601,3
3,10.326363119278168,4
4,12.537503829985335,5
5,15.077196535068515,6
6,21.673757472745713,7
7,21.776804970462436,8
8,23.336493650738305,9
9,23.40470552566056,10
10,23.75914545537816,11
11,25.39671722572452,12
12,25.451950695512,13
13,25.667709783583664,14
14,27.513694783682855,15
15,28.661525253447063,16
16,29.00636297424246,17
17,30.307961749840732,18
18,33.04896557108467,19
19,33.10184059820549,20
20,35.97647020819073,21
21,38.13960043174788,22
22,38.89504541813087,23
23,39.07142573994749,24
24,45.73745007664607,25
25,46.59336931591233,26
26,46.69812643148728,27
27,46.77976804361537,28
28,50.111360449998266,29
29,51.681170846116444,30
30,54.83647333178902,31
31,57.26916891143397,32
32,58.58313735263307,33
33,64.89376402058156,34
34,65.97494117510786,35
35,67.64119809002094,36
36,70.99571597464548,37
37,72.87908130405654,38
38,78.2161027886935,39
39,80.89094879343202,40
40,85.03898570081351,41
41,85.11246508862463,42
42,85.57307323739711,43
43,86.3412723202084,44
44,86.41054813113065,45
45,86.83863731730249,46
46,86.94058230598374,47
47,87.3821300642836,48
48,89.05109083976377,49
49,89.66890883031968,50
50,90.28488799898938,51
51,90.6686864180653,52
52,90.99456354391106,53
53,95.13160410985374,54
54,97.43535583810225,55
55,99.5090916664802,56
56,99.79691295564481,57
57,102.0785483576704,58
58,102.28993991516083,59
59,103.0974619669464,60
60,108.58773049566966,61
61,110.78779895744188,62
62,112.44025331713445,63
63,114.52194819392642,64
64,119.37085316836854,65
65,123.00534102712322,66
66,123.62913191986107,67
67,123.6828469683152,68
68,124.2459164645309,69
69,124.70386692295871,70
70,124.99048494591072,71
71,129.3715701221807,72
72,134.12233756179782,73
73,134.8024413057167,74
74,136.92719181872988,75
75,137.90558544949653,76
76,143.78249341624584,77
77,145.1256334260395,78
78,145.71649895903502,79
79,146.2271898974632,80
80,147.80171894922725,81
81,148.23325318476117,82
82,149.9582245445482,83
83,153.79794364256915,84
84,154.62026536163697,85
85,155.08638645456938,86
86,162.1227526634138,87
87,164.4545133425944,88
88,164.5726599858335,89
89,164.63869079606545,90
90,164.69307451651954,91
91,166.56477221930808,92
92,169.45878923784582,93
93,170.4235779071521,94
94,170.47054718493962,95
95,170.99940279572218,96
96,175.97202529754188,97
97,177.27578059262788,98
98,183.3386922614923,99
99,188.2166879229008,100
100,188.26828533935492,101
101,191.20142670651293,102
102,194.08055599037382,103
103,195.58222597752953,104
104,196.129430418851,105
105,198.09239147721476,106
106,198.1984682562367,107
107,199.06433614909182,108
108,200.05312611735974,109
109,204.98001674532185,110
110,210.18643435465683,111
111,210.84067154445805,112
112,212.1509781705076,113
113,212.41584433323223,114
114,216.61069788801254,115
115,221.41122657895198,116
116,222.11084181308243,117
117,224.50199325007043,118
118,226.4752456886606,119
119,226.67438972725748,120
120,229.5306011843066,121
121,231.14131944394097,122
122,233.9667743098876,123
123,234.1233381220535,124
124,235.73751271570367,125
125,236.3481133269415,126
126,236.3922084073956,127
127,240.39211069723663,128
