Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_decode_tokens,request_pd_ratio,request_num_restarts
0,5.8346977214762195,0.011395893987258241,5.834697721476209,0.01139589398725822,5.834697721476209,0.01139589398725822,0.0,0.0,5.834697721476209,0.01139589398725822,0.17003354935663006,0.17003354935663006,8.302419402179202e-05,0.011063797211171074,,2560,2048,512,4.0,0
1,5.690974555393121,0.011115184678502189,5.690974555393115,0.011115184678502178,5.690974555393115,0.011115184678502178,0.0,0.0,5.690974555393115,0.011115184678502178,0.17003354935663006,0.17003354935663006,8.302419402179202e-05,0.010783087902415021,0.05065767808547772,2560,2048,512,4.0,0
2,5.690974555393121,0.011115184678502189,5.690974555393115,0.011115184678502178,5.690974555393115,0.011115184678502178,0.0,0.0,5.690974555393115,0.011115184678502178,0.17003354935663006,0.17003354935663006,8.302419402179202e-05,0.010783087902415021,0.6432481281499309,2560,2048,512,4.0,0
3,5.827333257220899,0.011381510268009569,5.827333257220871,0.011381510268009513,5.827333257220871,0.011381510268009513,0.0,0.0,5.827333257220871,0.011381510268009513,0.17003354935663006,0.17003354935663006,8.302419402179202e-05,0.0110494134919224,0.505172371340227,2560,2048,512,4.0,0
4,5.730668120003191,0.011192711171881232,5.72232354203855,0.011176413168044044,5.72232354203855,0.011176413168044044,0.0,0.008344577964654931,5.72232354203855,0.011176413168044044,0.19386320297875148,0.18551862501409655,9.058526612016433e-05,0.010814072103563359,2.667185345616166,2560,2048,512,4.0,0
5,5.721574111897711,0.011174949437300217,5.712928408983209,0.01115806329879533,5.712928408983209,0.01115806329879533,0.0,0.008645702914476416,5.712928408983209,0.01115806329879533,0.1941579279285719,0.18551222501409548,9.058214112016381e-05,0.010795734734314725,2.2583460175971855,2560,2048,512,4.0,0
6,5.879763553007301,0.011483913189467385,5.8797635530069865,0.01148391318946677,5.8797635530069865,0.01148391318946677,0.0,0.0,5.8797635530069865,0.01148391318946677,0.17003354935662784,0.17003354935662784,8.302419402179094e-05,0.01115181641338022,4.45457619910276,2560,2048,512,4.0,0
7,5.854957723991783,0.01143546430467145,5.854957723991443,0.011435464304670788,5.854957723991443,0.011435464304670788,0.0,0.0,5.854957723991443,0.011435464304670788,0.17003354935662784,0.17003354935662784,8.302419402179094e-05,0.011103367528584287,0.18190480921313146,2560,2048,512,4.0,0
8,5.847702697366891,0.01142129433079471,5.8477026973666675,0.011421294330794272,5.8477026973666675,0.011421294330794272,0.0,0.0,5.8477026973666675,0.011421294330794272,0.17003354935662784,0.17003354935662784,8.302419402179094e-05,0.011089197554707546,1.0960923187929819,2560,2048,512,4.0,0
9,5.7470701430516975,0.011224746373147847,5.74129660695378,0.011213469935456601,5.74129660695378,0.011213469935456601,0.0,0.005773536097608556,5.74129660695378,0.011213469935456601,0.1911480331117037,0.18537449701409514,9.051489112016364e-05,0.01085141037097655,0.06050035441471735,2560,2048,512,4.0,0
