,Request Id,prefill_e2e_time,cdf
74,74,0.15449373297315105,0.0078125
75,75,0.15449373297315105,0.015625
76,76,0.15449373297315105,0.0234375
77,77,0.15449373297315105,0.03125
78,78,0.15449373297315105,0.0390625
79,79,0.15449373297315105,0.046875
80,80,0.15449373297315105,0.0546875
82,82,0.15449373297315105,0.0625
83,83,0.15449373297315105,0.0703125
84,84,0.15449373297315105,0.078125
85,85,0.15449373297315105,0.0859375
86,86,0.15449373297315105,0.09375
87,88,0.15449373297315105,0.1015625
88,90,0.15449373297315105,0.109375
89,87,0.15449373297315105,0.1171875
91,91,0.15449373297315105,0.125
92,92,0.15449373297315105,0.1328125
93,93,0.15449373297315105,0.140625
94,94,0.15449373297315105,0.1484375
95,95,0.15449373297315105,0.15625
96,96,0.15449373297315105,0.1640625
97,97,0.15449373297315105,0.171875
98,98,0.15449373297315105,0.1796875
99,99,0.15449373297315105,0.1875
100,100,0.15449373297315105,0.1953125
101,101,0.15449373297315105,0.203125
102,102,0.15449373297315105,0.2109375
103,103,0.15449373297315105,0.21875
104,104,0.15449373297315105,0.2265625
105,106,0.15449373297315105,0.234375
107,107,0.15449373297315105,0.2421875
108,108,0.15449373297315105,0.25
109,109,0.15449373297315105,0.2578125
110,110,0.15449373297315105,0.265625
111,111,0.15449373297315105,0.2734375
112,112,0.15449373297315105,0.28125
114,114,0.15449373297315105,0.2890625
115,115,0.15449373297315105,0.296875
116,116,0.15449373297315105,0.3046875
117,117,0.15449373297315105,0.3125
118,118,0.15449373297315105,0.3203125
119,119,0.15449373297315105,0.328125
120,120,0.15449373297315105,0.3359375
122,122,0.15449373297315105,0.34375
123,123,0.15449373297315105,0.3515625
124,124,0.15449373297315105,0.359375
125,125,0.15449373297315105,0.3671875
126,126,0.15449373297315105,0.375
127,127,0.15449373297315105,0.3828125
22,22,0.15449373297315816,0.390625
23,23,0.15449373297315816,0.3984375
24,24,0.15449373297315816,0.40625
25,25,0.15449373297315816,0.4140625
26,26,0.15449373297315816,0.421875
27,27,0.15449373297315816,0.4296875
28,28,0.15449373297315816,0.4375
29,29,0.15449373297315816,0.4453125
30,30,0.15449373297315816,0.453125
31,31,0.15449373297315816,0.4609375
32,32,0.15449373297315816,0.46875
33,33,0.15449373297315816,0.4765625
34,34,0.15449373297315816,0.484375
35,35,0.15449373297315816,0.4921875
4,4,0.15449373297315994,0.5
5,5,0.15449373297315994,0.5078125
6,6,0.15449373297315994,0.515625
7,7,0.15449373297315994,0.5234375
8,8,0.15449373297315994,0.53125
10,10,0.15449373297315994,0.5390625
11,11,0.15449373297315994,0.546875
0,0,0.15449373297316038,0.5546875
1,1,0.15449373297316038,0.5625
2,2,0.15449373297316038,0.5703125
3,3,0.15449373297316038,0.578125
13,13,0.1544937329731617,0.5859375
14,14,0.1544937329731617,0.59375
15,15,0.1544937329731617,0.6015625
16,16,0.1544937329731617,0.609375
18,18,0.1544937329731617,0.6171875
19,19,0.1544937329731617,0.625
20,20,0.1544937329731617,0.6328125
21,21,0.1544937329731617,0.640625
36,36,0.15449373297316527,0.6484375
37,37,0.15449373297316527,0.65625
38,38,0.15449373297316527,0.6640625
39,39,0.15449373297316527,0.671875
40,40,0.15449373297316527,0.6796875
42,42,0.15449373297316527,0.6875
43,43,0.15449373297316527,0.6953125
44,44,0.15449373297316527,0.703125
45,45,0.15449373297316527,0.7109375
46,46,0.15449373297316527,0.71875
47,47,0.15449373297316527,0.7265625
50,50,0.15449373297316527,0.734375
51,51,0.15449373297316527,0.7421875
52,52,0.15449373297316527,0.75
53,53,0.15449373297316527,0.7578125
54,54,0.15449373297316527,0.765625
55,55,0.15449373297316527,0.7734375
56,56,0.15449373297316527,0.78125
58,58,0.15449373297316527,0.7890625
59,59,0.15449373297316527,0.796875
60,60,0.15449373297316527,0.8046875
61,61,0.15449373297316527,0.8125
62,62,0.15449373297316527,0.8203125
63,63,0.15449373297316527,0.828125
64,64,0.15449373297316527,0.8359375
65,65,0.15449373297316527,0.84375
66,66,0.15449373297316527,0.8515625
67,67,0.15449373297316527,0.859375
68,68,0.15449373297316527,0.8671875
69,69,0.15449373297316527,0.875
70,70,0.15449373297316527,0.8828125
71,71,0.15449373297316527,0.890625
72,72,0.15449373297316527,0.8984375
49,49,0.17177984425941872,0.90625
12,12,0.17243294582266522,0.9140625
57,57,0.1725349757068244,0.921875
48,48,0.17349127461901048,0.9296875
106,105,0.1748090877269135,0.9375
121,121,0.1750815154720442,0.9453125
9,9,0.1761371848724238,0.953125
73,73,0.17754012469484337,0.9609375
90,89,0.17830091071326137,0.96875
113,113,0.17892370349508724,0.9765625
41,41,0.1797551205114729,0.984375
81,81,0.18030423779680405,0.9921875
17,17,0.1807611088122414,1.0
