,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
86,86,8.302419402178574e-05,0.0078125
96,96,8.302419402178574e-05,0.015625
98,98,8.302419402178574e-05,0.0234375
109,109,8.302419402178574e-05,0.03125
123,124,8.302419402178574e-05,0.0390625
0,0,8.302419402179202e-05,0.046875
24,24,8.302419402179267e-05,0.0546875
33,33,8.302419402179267e-05,0.0625
60,60,8.302419402179961e-05,0.0703125
34,34,9.051489112016364e-05,0.078125
77,77,9.051489112017752e-05,0.0859375
87,87,9.051489112017752e-05,0.09375
25,25,9.0519897370165e-05,0.1015625
1,1,9.052323487016402e-05,0.109375
97,97,9.052495362017743e-05,0.1171875
54,54,9.056520362015624e-05,0.125
61,61,9.056520362015624e-05,0.1328125
65,65,9.058145362016157e-05,0.140625
6,6,9.058214112016381e-05,0.1484375
64,64,9.058297862016285e-05,0.15625
83,83,9.058401612016542e-05,0.1640625
72,72,9.058526612015089e-05,0.171875
110,110,9.05852661201717e-05,0.1796875
115,115,9.05852661201717e-05,0.1875
31,31,9.07038434786421e-05,0.1953125
38,38,9.082354414444854e-05,0.203125
78,78,9.085519209807436e-05,0.2109375
26,26,9.08555358480681e-05,0.21875
2,2,9.085553584807266e-05,0.2265625
20,20,9.08582858480736e-05,0.234375
37,37,9.08582858480736e-05,0.2421875
84,84,9.085828584808053e-05,0.25
122,122,9.085828584808053e-05,0.2578125
39,39,9.085979834807384e-05,0.265625
112,112,9.086069209807146e-05,0.2734375
22,22,9.086069209807493e-05,0.28125
35,35,9.086069209807493e-05,0.2890625
73,73,9.086172334805964e-05,0.296875
74,74,9.086172334805964e-05,0.3046875
101,101,9.086172334805964e-05,0.3125
103,103,9.086172334805964e-05,0.3203125
111,111,9.086172334805964e-05,0.328125
116,116,9.086172334805964e-05,0.3359375
117,117,9.086172334805964e-05,0.34375
7,7,9.086172334807265e-05,0.3515625
55,55,9.086172334807352e-05,0.359375
62,62,9.086172334807352e-05,0.3671875
32,32,9.086172334807699e-05,0.375
30,30,9.086206709807074e-05,0.3828125
36,36,9.08620670980742e-05,0.390625
114,114,9.086344209806307e-05,0.3984375
71,71,9.087169209807261e-05,0.40625
76,76,9.087169209807955e-05,0.4140625
53,53,9.138018912403789e-05,0.421875
27,27,9.158100822209345e-05,0.4296875
3,3,9.158100822209735e-05,0.4375
23,23,9.162397697209251e-05,0.4453125
79,79,9.162397697211333e-05,0.453125
113,113,9.162397697211333e-05,0.4609375
104,104,9.164305509709592e-05,0.46875
56,56,9.16430550971098e-05,0.4765625
75,75,9.170149259710159e-05,0.484375
85,85,9.170149259710159e-05,0.4921875
105,105,9.170149259710159e-05,0.5
118,118,9.171936759709565e-05,0.5078125
120,120,9.171936759709565e-05,0.515625
121,121,9.171936759709565e-05,0.5234375
57,57,9.171936759710952e-05,0.53125
21,21,9.172280509709557e-05,0.5390625
63,63,9.172280509710251e-05,0.546875
102,102,9.172280509710251e-05,0.5546875
124,123,9.172280509710251e-05,0.5625
127,127,9.172383634710457e-05,0.5703125
95,95,9.210354894349793e-05,0.578125
106,106,9.210354894349793e-05,0.5859375
42,42,9.21035489435118e-05,0.59375
68,68,9.211289894350827e-05,0.6015625
58,58,9.222489269349737e-05,0.609375
80,80,9.222489269350431e-05,0.6171875
119,119,9.222489269350431e-05,0.625
28,28,9.229914269349992e-05,0.6328125
4,4,9.23922989435025e-05,0.640625
29,29,9.239894477683364e-05,0.6484375
69,69,9.280311130582114e-05,0.65625
10,10,9.280311130582461e-05,0.6640625
91,91,9.280311130582808e-05,0.671875
81,81,9.294404880583196e-05,0.6796875
107,107,9.294404880583196e-05,0.6875
108,108,9.294404880583196e-05,0.6953125
92,92,9.295848630581915e-05,0.703125
59,59,9.296288630582933e-05,0.7109375
5,5,9.30863613058247e-05,0.71875
70,70,9.341950212315292e-05,0.7265625
100,100,9.355708287404896e-05,0.734375
17,17,9.371282399815196e-05,0.7421875
82,82,9.371976774814883e-05,0.75
45,45,9.421786258269338e-05,0.7578125
13,13,9.421786258270032e-05,0.765625
67,67,9.43553645257264e-05,0.7734375
41,41,9.438183327573763e-05,0.78125
15,15,9.444462299936299e-05,0.7890625
46,46,9.450034606755392e-05,0.796875
47,47,9.450034606755392e-05,0.8046875
48,48,9.469868981755447e-05,0.8125
14,14,9.475472106755187e-05,0.8203125
16,16,9.475472106755187e-05,0.828125
126,126,9.49561159482859e-05,0.8359375
9,9,9.495611594829284e-05,0.84375
90,90,9.496932175366568e-05,0.8515625
49,49,9.505735714914615e-05,0.859375
19,19,9.519137844829148e-05,0.8671875
50,50,9.6011099696508e-05,0.875
12,12,9.604148460046029e-05,0.8828125
44,44,9.604148460046202e-05,0.890625
51,51,9.622269849995924e-05,0.8984375
52,52,9.676011824642783e-05,0.90625
94,94,9.72155551951237e-05,0.9140625
99,99,0.0001075735878397488,0.921875
88,88,0.00010776288783974353,0.9296875
40,40,0.00010776577533973958,0.9375
66,66,0.0001077681815897305,0.9453125
8,8,0.00010859950658974066,0.953125
125,125,0.00010859950658974327,0.9609375
18,18,0.00010862081908973899,0.96875
43,43,0.00010934633783973857,0.9765625
11,11,0.00010934633783974031,0.984375
93,93,0.00011025160346475604,0.9921875
89,89,0.00011103490658974369,1.0
