,Time (sec),request_completion
0,8.712981839008812,1
1,8.771065969296142,2
2,9.194583483414963,3
3,9.565464172970074,4
4,11.993325434071695,5
5,14.691930548970856,6
6,19.977853022155294,7
7,20.03958684059345,8
8,21.380697940141026,9
9,21.430032054091548,10
10,21.686367310255672,11
11,23.157776273293088,12
12,23.205497698522827,13
13,23.37995072938479,14
14,25.20798327407177,15
15,26.795708767508287,16
16,27.126964112952827,17
17,28.64374457109657,18
18,31.983914835263953,19
19,32.02887007036155,20
20,35.2756113081702,21
21,37.54608539419851,22
22,38.221337970827506,23
23,38.41594303949566,24
24,44.975727023527924,25
25,45.86781087954119,26
26,45.936545083646955,27
27,46.00393400669335,28
28,49.63479694675721,29
29,51.35258149719788,30
30,54.697940072506285,31
31,57.15848291185746,32
32,58.553155130645905,33
33,64.84588469759187,34
34,65.85198621258172,35
35,67.46884577125732,36
36,70.90858087679305,37
37,72.8102824416595,38
38,77.70109075631949,39
39,79.67215011109032,40
40,83.05728233623678,41
41,83.11029706970585,42
42,83.46398012832914,43
43,84.07595319115946,44
44,84.12653851909756,45
45,84.52121143070174,46
46,84.60665651608976,47
47,85.10773148100186,48
48,86.85230276242112,49
49,87.5626023403139,50
50,88.34390165924675,51
51,88.6714599783408,52
52,89.0742561047549,53
53,94.43783580528695,54
54,96.89787206775097,55
55,98.76783131580292,56
56,99.0198567308574,57
57,101.47017189167626,58
58,101.68800402400818,59
59,102.455612905977,60
60,108.65486395740307,61
61,110.66565863841998,62
62,112.16810504911044,63
63,114.41126193266133,64
64,118.89611661104098,65
65,122.02757519989643,66
66,122.44833688036515,67
67,122.49417057163565,68
68,122.99999933448379,69
69,123.6027744925937,70
70,123.91848732767502,71
71,129.34061600978046,72
72,133.80274453328843,73
73,134.4434185854298,74
74,136.5472020655989,75
75,137.40725868751016,76
76,143.11621472571434,77
77,144.32028205676536,78
78,144.8315427872937,79
79,145.27697962598154,80
80,146.78316895535136,81
81,147.2295862794314,82
82,149.13106095169914,83
83,153.4642483706177,84
84,154.3463502345623,85
85,154.7031261937877,86
86,161.52533919700207,87
87,163.3710126476374,88
88,163.43204485148598,89
89,163.47959478231573,90
90,163.52603843214555,91
91,165.47501632206104,92
92,168.36482924372112,93
93,169.286561656021,94
94,169.33012808248745,95
95,170.05449139364208,96
96,175.91444304883652,97
97,177.30911526762677,98
98,183.5897770980311,99
99,187.84471860299487,100
100,187.8896738380925,101
101,190.45270943932783,102
102,193.10069601887034,103
103,194.69427619375202,104
104,195.2060050842803,105
105,197.1282650371091,106
106,197.24067142885298,107
107,198.18800128129647,108
108,199.1718380173423,109
109,205.1671567456024,110
110,209.70026625571438,111
111,210.1948543793875,112
112,211.58111207148545,113
113,211.8314927260675,114
114,216.6662542060703,115
115,221.15662458522397,116
116,221.76309102549092,117
117,223.84669177722358,118
118,225.75590593217265,119
119,225.958204490112,120
120,228.86957887939616,121
121,230.56443583337622,122
122,233.49451671617322,123
123,234.30340191628946,124
124,235.0101625868701,125
125,235.6620712237859,126
126,235.70561568545233,127
127,240.4714686678244,128
