,Request Id,decode_time_execution_plus_preemption_normalized,cdf
22,22,0.010783087902413752,0.0078125
23,23,0.010783087902413752,0.015625
25,25,0.010783087902413752,0.0234375
26,26,0.010783087902413752,0.03125
27,27,0.010783087902413752,0.0390625
29,29,0.010783087902413752,0.046875
30,30,0.010783087902413752,0.0546875
31,31,0.010783087902413752,0.0625
32,32,0.010783087902413752,0.0703125
34,34,0.010783087902413752,0.078125
33,33,0.010783087902413765,0.0859375
35,35,0.01078308790241407,0.09375
21,21,0.010783087902414085,0.1015625
20,20,0.010783087902414536,0.109375
17,17,0.010783087902414633,0.1171875
18,18,0.010783087902414633,0.125
3,3,0.010783087902415011,0.1328125
0,1,0.010783087902415021,0.140625
2,2,0.010783087902415021,0.1484375
5,5,0.010783087902415077,0.15625
72,72,0.010783087902417277,0.1640625
73,73,0.010783087902417277,0.171875
74,74,0.010783087902417277,0.1796875
75,75,0.010783087902417277,0.1875
79,79,0.010783087902417277,0.1953125
83,83,0.010783087902417277,0.203125
84,84,0.010783087902417277,0.2109375
85,85,0.010783087902417277,0.21875
88,89,0.010783087902417277,0.2265625
93,93,0.010783087902417277,0.234375
94,94,0.010783087902417277,0.2421875
96,96,0.010783087902417277,0.25
97,97,0.010783087902417277,0.2578125
98,98,0.010783087902417277,0.265625
99,99,0.010783087902417277,0.2734375
100,100,0.010783087902417277,0.28125
101,101,0.010783087902417277,0.2890625
105,105,0.010783087902417277,0.296875
109,109,0.010783087902417277,0.3046875
110,110,0.010783087902417277,0.3125
111,111,0.010783087902417277,0.3203125
112,112,0.010783087902417277,0.328125
113,113,0.010783087902417277,0.3359375
114,114,0.010783087902417277,0.34375
116,116,0.010783087902417277,0.3515625
117,117,0.010783087902417277,0.359375
118,118,0.010783087902417277,0.3671875
120,120,0.010783087902417277,0.375
123,123,0.010783087902417277,0.3828125
124,124,0.010783087902417277,0.390625
127,127,0.010783087902417277,0.3984375
36,36,0.010783087902417304,0.40625
37,37,0.010783087902417304,0.4140625
53,53,0.010783087902417304,0.421875
56,56,0.010783087902417304,0.4296875
57,57,0.010783087902417304,0.4375
60,60,0.010783087902417304,0.4453125
61,61,0.010783087902417304,0.453125
62,62,0.010783087902417304,0.4609375
63,63,0.010783087902417304,0.46875
66,67,0.010783087902417304,0.4765625
71,71,0.010783087902419913,0.484375
19,19,0.010784257309205368,0.4921875
92,92,0.010786394804990829,0.5
125,125,0.010788923936370598,0.5078125
95,95,0.01078931282196749,0.515625
58,58,0.010790479478758247,0.5234375
28,28,0.010794757220321333,0.53125
119,119,0.010795146105920861,0.5390625
108,108,0.010801166289874153,0.546875
82,82,0.010802170503866393,0.5546875
16,16,0.010802572739461933,0.5625
50,50,0.010804583917447763,0.5703125
106,106,0.010804786410246126,0.578125
68,68,0.010806797588230638,0.5859375
59,59,0.010807399566625964,0.59375
51,51,0.010808405705618168,0.6015625
80,80,0.010811318100990286,0.609375
107,107,0.010811480618788727,0.6171875
14,14,0.0108129377789742,0.625
4,4,0.010814072103563359,0.6328125
81,81,0.010820399565502292,0.640625
49,49,0.010822198080074813,0.6484375
52,52,0.010828399676616612,0.65625
13,13,0.0108345870241537,0.6640625
126,126,0.010835470930946223,0.671875
69,69,0.010840421786090293,0.6796875
90,90,0.01084071032169015,0.6875
70,70,0.010840998857284123,0.6953125
89,88,0.011042342237598146,0.703125
121,121,0.011044258743977742,0.7109375
54,54,0.01104543728636656,0.71875
24,24,0.011048678277929116,0.7265625
115,115,0.011048972913527577,0.734375
38,38,0.011051475941103422,0.7421875
104,104,0.011053392447480548,0.75
78,78,0.011054127661472735,0.7578125
102,102,0.01105604416785233,0.765625
64,64,0.01105751734584029,0.7734375
55,55,0.01105795792423564,0.78125
76,76,0.01106131605859656,0.7890625
103,103,0.011061462526395005,0.796875
1,0,0.011063797211171074,0.8046875
15,15,0.011067820090798805,0.8125
77,77,0.011069670523108976,0.8203125
7,7,0.011074883846055667,0.828125
87,87,0.011082542321576128,0.8359375
9,9,0.011083864731761546,0.84375
122,122,0.011084744138552927,0.8515625
8,8,0.011089197554707546,0.859375
65,65,0.01109000244370012,0.8671875
86,86,0.011090323079296527,0.875
67,66,0.011090643714893933,0.8828125
91,91,0.011094723341126655,0.890625
11,11,0.011102793920040939,0.8984375
12,12,0.011111031541754683,0.90625
42,42,0.011111557001118516,0.9140625
46,46,0.011118711535071601,0.921875
10,10,0.011121854292311738,0.9296875
45,45,0.011128976832881748,0.9375
47,47,0.011151600402745543,0.9453125
6,6,0.01115181641338022,0.953125
48,48,0.011173409783115068,0.9609375
44,44,0.011180122248965474,0.96875
43,43,0.011212471436486321,0.9765625
39,39,0.011352427825516237,0.984375
41,41,0.011354250335947863,0.9921875
40,40,0.011412151406767768,1.0
