,Request Id,request_e2e_time,cdf
22,22,5.690974555392472,0.0078125
23,23,5.690974555392472,0.015625
25,25,5.690974555392472,0.0234375
26,26,5.690974555392472,0.03125
27,27,5.690974555392472,0.0390625
29,29,5.690974555392472,0.046875
30,30,5.690974555392472,0.0546875
31,31,5.690974555392472,0.0625
32,32,5.690974555392472,0.0703125
34,34,5.690974555392472,0.078125
33,33,5.690974555392479,0.0859375
35,35,5.690974555392636,0.09375
21,21,5.690974555392643,0.1015625
20,20,5.690974555392874,0.109375
17,17,5.690974555392923,0.1171875
18,18,5.690974555392923,0.125
3,3,5.690974555393116,0.1328125
0,1,5.690974555393121,0.140625
2,2,5.690974555393121,0.1484375
5,5,5.690974555393147,0.15625
73,73,5.690974555394263,0.1640625
74,74,5.690974555394263,0.171875
75,75,5.690974555394263,0.1796875
79,79,5.690974555394263,0.1875
83,83,5.690974555394263,0.1953125
84,84,5.690974555394263,0.203125
85,85,5.690974555394263,0.2109375
88,89,5.690974555394263,0.21875
93,93,5.690974555394263,0.2265625
94,94,5.690974555394263,0.234375
96,96,5.690974555394263,0.2421875
97,97,5.690974555394263,0.25
98,98,5.690974555394263,0.2578125
99,99,5.690974555394263,0.265625
100,100,5.690974555394263,0.2734375
101,101,5.690974555394263,0.28125
105,105,5.690974555394263,0.2890625
109,109,5.690974555394263,0.296875
110,110,5.690974555394263,0.3046875
111,111,5.690974555394263,0.3125
112,112,5.690974555394263,0.3203125
113,113,5.690974555394263,0.328125
114,114,5.690974555394263,0.3359375
116,116,5.690974555394263,0.34375
117,117,5.690974555394263,0.3515625
118,118,5.690974555394263,0.359375
120,120,5.690974555394263,0.3671875
123,123,5.690974555394263,0.375
124,124,5.690974555394263,0.3828125
127,127,5.690974555394263,0.390625
72,72,5.690974555394291,0.3984375
36,36,5.690974555394305,0.40625
37,37,5.690974555394305,0.4140625
53,53,5.690974555394305,0.421875
56,56,5.690974555394305,0.4296875
57,57,5.690974555394305,0.4375
60,60,5.690974555394305,0.4453125
61,61,5.690974555394305,0.453125
62,62,5.690974555394305,0.4609375
63,63,5.690974555394305,0.46875
66,67,5.690974555394305,0.4765625
71,71,5.690974555395641,0.484375
19,19,5.708689493873042,0.4921875
125,125,5.709928357897155,0.5
58,58,5.713118645518406,0.5078125
92,92,5.716521511707498,0.515625
95,95,5.718446461492391,0.5234375
106,106,5.71934505120052,0.53125
28,28,5.72071393576536,0.5390625
80,80,5.721188550116665,0.546875
107,107,5.721625350281954,0.5546875
68,68,5.722417281341606,0.5625
108,108,5.722478054435072,0.5703125
51,51,5.722608965858882,0.578125
16,16,5.722795535743881,0.5859375
119,119,5.723179311674642,0.59375
50,50,5.723216681849749,0.6015625
82,82,5.723262464108473,0.609375
14,14,5.724118956761092,0.6171875
59,59,5.727263273288671,0.625
81,81,5.728025351939721,0.6328125
4,4,5.730668120003191,0.640625
49,49,5.734851166766305,0.6484375
126,126,5.737028305445847,0.65625
52,52,5.737833243459406,0.6640625
13,13,5.738626958281969,0.671875
69,69,5.740982167616892,0.6796875
90,90,5.742078172672819,0.6875
70,70,5.744383894936973,0.6953125
89,88,5.823712775006868,0.703125
121,121,5.824694026273221,0.7109375
54,54,5.825297439976325,0.71875
24,24,5.826956827656339,0.7265625
115,115,5.827107681082737,0.734375
38,38,5.828389231201598,0.7421875
104,104,5.829370482466658,0.75
78,78,5.829746912030657,0.7578125
102,102,5.83072816329701,0.765625
64,64,5.831482430426874,0.7734375
55,55,5.831708006565293,0.78125
76,76,5.833427371358056,0.7890625
103,103,5.83350236287086,0.796875
1,0,5.8346977214762195,0.8046875
77,77,5.837704857188413,0.8125
7,7,5.840374078537129,0.8203125
87,87,5.8442952180035945,0.828125
9,9,5.844972292018539,0.8359375
122,122,5.845422548295716,0.84375
8,8,5.847702697366891,0.8515625
65,65,5.848114800531107,0.859375
86,86,5.848278965956439,0.8671875
67,66,5.848443131382339,0.875
15,15,5.8586584521513885,0.8828125
91,91,5.873384629144169,0.890625
11,11,5.876023034787677,0.8984375
6,6,5.879763553007301,0.90625
46,46,5.8811682078763425,0.9140625
12,12,5.8847528065736885,0.921875
42,42,5.8852629294615895,0.9296875
10,10,5.890241053181285,0.9375
45,45,5.893807346161424,0.9453125
47,47,5.904263459828471,0.953125
44,44,5.913249636210921,0.9609375
48,48,5.915408553029536,0.96875
43,43,5.927337876440575,0.9765625
39,39,5.982476596020959,0.984375
41,41,5.9834097213619515,0.9921875
40,40,6.013055069621743,1.0
