,Time (sec),request_completion
0,7.394467523539692,1
1,8.817359794523794,2
2,9.518993972654714,3
3,9.938865120742024,4
4,12.380961515833445,5
5,14.569856576601236,6
6,18.957866729333624,7
7,19.7486955435756,8
8,21.043659624010083,9
9,21.09551662446423,10
10,21.13113737955355,11
11,22.711564254210177,12
12,22.752351052586356,13
13,23.037441380055828,14
14,24.888805500498766,15
15,26.018468746321112,16
16,27.04607394881121,17
17,28.652610032479142,18
18,32.0948033396421,19
19,32.139149982762916,20
20,34.698022175146654,21
21,37.51875516088593,22
22,38.33023465650759,23
23,38.656065916630624,24
24,44.65442840127558,25
25,44.937788833216125,26
26,46.165785252012256,27
27,46.2588930022539,28
28,49.90693065070959,29
29,51.53557422750894,30
30,54.82124532521063,31
31,57.25385642485558,32
32,58.57803801216821,33
33,64.57191132074136,34
34,65.60317126491117,35
35,66.6672579355603,36
36,70.66759702887697,37
37,72.44115704518595,38
38,76.79778349690724,39
39,78.96853827587846,40
40,82.08895971096841,41
41,82.15610352153608,42
42,82.61804699375097,43
43,83.3989967116558,44
44,83.58994612810764,45
45,84.02489022185436,46
46,84.21141622015638,47
47,84.67721366892503,48
48,86.16480559405481,49
49,87.91750614124932,50
50,88.82332118776058,51
51,89.12862149337913,52
52,89.53650098758007,53
53,93.76923011803154,54
54,96.34807101300888,55
55,98.51546951168224,56
56,98.78145925840694,57
57,101.03643300511969,58
58,101.30400599340508,59
59,102.13232457031405,60
60,108.42789704814889,61
61,110.55191955528112,62
62,111.97823260372964,63
63,113.8112513728648,64
64,118.06080396139518,65
65,121.37228291252582,66
66,121.90579290197545,67
67,121.98387132165712,68
68,122.5232690287879,69
69,123.3274029293949,70
70,123.64643226158134,71
71,128.67152932285845,72
72,133.95563319644882,73
73,134.71706162449567,74
74,136.90673018218996,75
75,137.88387658095658,76
76,142.46058552161344,77
77,143.54328043273904,78
78,144.60494645103086,79
79,145.14398389758713,80
80,146.6302653430282,81
81,146.70411954759442,82
82,148.6920996962869,83
83,153.10964223138245,84
84,154.04473201038118,85
85,154.16752123982138,86
86,160.16752123982138,87
87,163.69528846181018,88
88,163.81700172083208,89
89,163.8693802786196,90
90,163.928091875854,91
91,165.73616709512143,92
92,168.26681785378568,93
93,168.8596791288884,94
94,168.91113547278943,95
95,169.84632809393696,96
96,175.83310256942906,97
97,177.2594156178774,98
98,183.14078960146637,99
99,187.01720132766306,100
100,187.36932968057448,101
101,190.15436036511812,102
102,191.79496039091333,103
103,195.02877408075022,104
104,195.63974752730593,105
105,197.84853858582667,106
106,197.96640167362884,107
107,198.8654699008245,108
108,199.87335409143327,109
109,204.7513227438538,110
110,208.69934673755543,111
111,210.16692628472427,112
112,211.6630638437066,113
113,211.94968186665824,114
114,216.14191937265647,115
115,221.05863140791485,116
116,221.7711097581737,117
117,223.71734769815438,118
118,224.95704056218077,119
119,225.7869582404416,120
120,228.09478506970436,121
121,230.38754249694492,122
122,233.92756910805292,123
123,233.96563019044177,124
124,235.42462654714004,125
125,236.0699270910582,126
126,236.11109216617902,127
127,240.0826289609524,128
