,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
76,76,7.543639305329641e-05,0.0078125
78,78,7.543639305329641e-05,0.015625
83,83,7.543639305329641e-05,0.0234375
84,84,7.543639305329641e-05,0.03125
85,85,7.543639305329641e-05,0.0390625
86,86,7.543639305329641e-05,0.046875
87,88,7.543639305329641e-05,0.0546875
89,87,7.543639305329641e-05,0.0625
93,93,7.543639305329641e-05,0.0703125
95,95,7.543639305329641e-05,0.078125
96,96,7.543639305329641e-05,0.0859375
97,97,7.543639305329641e-05,0.09375
98,98,7.543639305329641e-05,0.1015625
99,99,7.543639305329641e-05,0.109375
102,102,7.543639305329641e-05,0.1171875
103,103,7.543639305329641e-05,0.125
109,109,7.543639305329641e-05,0.1328125
110,110,7.543639305329641e-05,0.140625
111,111,7.543639305329641e-05,0.1484375
112,112,7.543639305329641e-05,0.15625
115,115,7.543639305329641e-05,0.1640625
116,116,7.543639305329641e-05,0.171875
118,118,7.543639305329641e-05,0.1796875
122,122,7.543639305329641e-05,0.1875
123,123,7.543639305329641e-05,0.1953125
127,127,7.543639305329641e-05,0.203125
22,22,7.543639305329988e-05,0.2109375
24,24,7.543639305329988e-05,0.21875
25,25,7.543639305329988e-05,0.2265625
27,27,7.543639305329988e-05,0.234375
29,29,7.543639305329988e-05,0.2421875
32,32,7.543639305329988e-05,0.25
33,33,7.543639305329988e-05,0.2578125
35,35,7.543639305329988e-05,0.265625
7,6,7.543639305330075e-05,0.2734375
9,8,7.543639305330075e-05,0.28125
11,12,7.543639305330075e-05,0.2890625
0,0,7.543639305330097e-05,0.296875
1,1,7.543639305330097e-05,0.3046875
2,2,7.543639305330097e-05,0.3125
17,17,7.543639305330162e-05,0.3203125
21,21,7.543639305330162e-05,0.328125
37,37,7.543639305330335e-05,0.3359375
38,38,7.543639305330335e-05,0.34375
39,39,7.543639305330335e-05,0.3515625
40,40,7.543639305330335e-05,0.359375
45,47,7.543639305330335e-05,0.3671875
49,50,7.543639305330335e-05,0.375
54,54,7.543639305330335e-05,0.3828125
57,57,7.543639305330335e-05,0.390625
58,58,7.543639305330335e-05,0.3984375
60,60,7.543639305330335e-05,0.40625
63,63,7.543639305330335e-05,0.4140625
64,64,7.543639305330335e-05,0.421875
65,65,7.543639305330335e-05,0.4296875
66,67,7.543639305330335e-05,0.4375
70,70,7.543639305330335e-05,0.4453125
71,71,7.543639305330335e-05,0.453125
72,72,7.543639305330335e-05,0.4609375
79,79,8.313241622071033e-05,0.46875
88,90,8.313241622071033e-05,0.4765625
90,89,8.313241622071033e-05,0.484375
94,94,8.313241622071033e-05,0.4921875
23,23,8.313241622071726e-05,0.5
10,9,8.313241622071813e-05,0.5078125
41,41,8.31324162207242e-05,0.515625
73,73,8.316808288738597e-05,0.5234375
68,68,8.331074955404e-05,0.53125
3,3,8.331074955405084e-05,0.5390625
26,26,8.331074955405388e-05,0.546875
34,34,8.331074955405388e-05,0.5546875
77,77,8.331074955406081e-05,0.5625
48,48,8.336272872071226e-05,0.5703125
55,55,8.336272872071226e-05,0.578125
61,61,8.336272872071226e-05,0.5859375
8,10,8.336272872071747e-05,0.59375
106,105,8.336272872072614e-05,0.6015625
113,113,8.336272872072614e-05,0.609375
117,117,8.336272872072614e-05,0.6171875
31,31,8.338158288738462e-05,0.625
101,101,8.338158288738462e-05,0.6328125
125,125,8.338158288738462e-05,0.640625
30,30,8.348554122071528e-05,0.6484375
105,106,8.348554122071528e-05,0.65625
120,120,8.348554122071528e-05,0.6640625
19,19,8.348554122071701e-05,0.671875
20,20,8.348554122071701e-05,0.6796875
4,4,8.348554122071744e-05,0.6875
42,42,8.348554122072221e-05,0.6953125
100,100,8.353106205404026e-05,0.703125
28,28,8.353106205405067e-05,0.7109375
67,66,8.353106205405414e-05,0.71875
121,121,8.357143705405023e-05,0.7265625
6,7,8.359835372071748e-05,0.734375
16,16,8.359835372071835e-05,0.7421875
104,104,8.359835372072355e-05,0.75
114,114,8.359835372072355e-05,0.7578125
124,124,8.359835372072355e-05,0.765625
36,36,8.372179122071582e-05,0.7734375
18,18,8.372179122071756e-05,0.78125
43,43,8.523447196904371e-05,0.7890625
56,56,8.523447196904371e-05,0.796875
13,11,8.531624280238171e-05,0.8046875
81,80,8.531624280239125e-05,0.8125
44,44,8.551384696904585e-05,0.8203125
62,62,8.551384696904585e-05,0.828125
74,74,8.551384696904585e-05,0.8359375
91,91,8.551384696904585e-05,0.84375
107,107,8.551384696904585e-05,0.8515625
12,13,8.551384696904758e-05,0.859375
119,119,8.555738863570694e-05,0.8671875
126,126,8.555738863570694e-05,0.875
69,69,8.555738863571388e-05,0.8828125
80,81,8.570176363570381e-05,0.890625
5,5,8.570176363571595e-05,0.8984375
59,59,8.570176363571769e-05,0.90625
53,53,8.580665946904958e-05,0.9140625
46,46,8.680874280238282e-05,0.921875
47,45,8.680874280238282e-05,0.9296875
75,75,8.705811780239381e-05,0.9375
108,108,8.705811780239381e-05,0.9453125
82,82,8.711822196903751e-05,0.953125
14,14,8.711822196904966e-05,0.9609375
50,49,8.731165946905539e-05,0.96875
92,92,8.741905530237903e-05,0.9765625
52,52,9.035258800327295e-05,0.984375
15,15,9.067092133660873e-05,0.9921875
51,51,9.06709213366122e-05,1.0
