,Request Id,prefill_e2e_time,cdf
76,76,0.15449373297315105,0.0078125
78,78,0.15449373297315105,0.015625
83,83,0.15449373297315105,0.0234375
84,84,0.15449373297315105,0.03125
85,85,0.15449373297315105,0.0390625
86,86,0.15449373297315105,0.046875
87,88,0.15449373297315105,0.0546875
89,87,0.15449373297315105,0.0625
93,93,0.15449373297315105,0.0703125
95,95,0.15449373297315105,0.078125
96,96,0.15449373297315105,0.0859375
97,97,0.15449373297315105,0.09375
98,98,0.15449373297315105,0.1015625
99,99,0.15449373297315105,0.109375
102,102,0.15449373297315105,0.1171875
103,103,0.15449373297315105,0.125
109,109,0.15449373297315105,0.1328125
110,110,0.15449373297315105,0.140625
111,111,0.15449373297315105,0.1484375
112,112,0.15449373297315105,0.15625
115,115,0.15449373297315105,0.1640625
116,116,0.15449373297315105,0.171875
118,118,0.15449373297315105,0.1796875
122,122,0.15449373297315105,0.1875
123,123,0.15449373297315105,0.1953125
127,127,0.15449373297315105,0.203125
22,22,0.15449373297315816,0.2109375
24,24,0.15449373297315816,0.21875
25,25,0.15449373297315816,0.2265625
27,27,0.15449373297315816,0.234375
29,29,0.15449373297315816,0.2421875
32,32,0.15449373297315816,0.25
33,33,0.15449373297315816,0.2578125
35,35,0.15449373297315816,0.265625
7,6,0.15449373297315994,0.2734375
9,8,0.15449373297315994,0.28125
11,12,0.15449373297315994,0.2890625
0,0,0.15449373297316038,0.296875
1,1,0.15449373297316038,0.3046875
2,2,0.15449373297316038,0.3125
17,17,0.1544937329731617,0.3203125
21,21,0.1544937329731617,0.328125
37,37,0.15449373297316527,0.3359375
38,38,0.15449373297316527,0.34375
39,39,0.15449373297316527,0.3515625
40,40,0.15449373297316527,0.359375
45,47,0.15449373297316527,0.3671875
49,50,0.15449373297316527,0.375
54,54,0.15449373297316527,0.3828125
57,57,0.15449373297316527,0.390625
58,58,0.15449373297316527,0.3984375
60,60,0.15449373297316527,0.40625
63,63,0.15449373297316527,0.4140625
64,64,0.15449373297316527,0.421875
65,65,0.15449373297316527,0.4296875
66,67,0.15449373297316527,0.4375
70,70,0.15449373297316527,0.4453125
71,71,0.15449373297316527,0.453125
72,72,0.15449373297316527,0.4609375
79,79,0.17040222178655995,0.46875
31,31,0.17087411473836056,0.4765625
4,4,0.17129195693722377,0.484375
20,20,0.1714297345397533,0.4921875
68,68,0.17143405634467968,0.5
61,61,0.17148413170383492,0.5078125
42,42,0.1715634988272683,0.515625
6,7,0.17205326027186985,0.5234375
73,73,0.17208100505513357,0.53125
125,125,0.17230226990494657,0.5390625
105,106,0.17263873481047654,0.546875
121,121,0.17332745356685564,0.5546875
100,100,0.1734677757986276,0.5625
55,55,0.17371248814852436,0.5703125
3,3,0.17418645247643383,0.578125
30,30,0.17452380444533588,0.5859375
28,28,0.17458769454554357,0.59375
48,48,0.17502714799493901,0.6015625
77,77,0.17546580552840396,0.609375
124,124,0.17557478777274582,0.6171875
26,26,0.1756060100483623,0.625
44,44,0.1756913785152534,0.6328125
88,90,0.1768421034545895,0.640625
81,80,0.17699266493147547,0.6484375
117,117,0.17731043859211582,0.65625
120,120,0.17743174243571502,0.6640625
126,126,0.1774722031627789,0.671875
23,23,0.1777237400424383,0.6796875
104,104,0.17777859237975235,0.6875
67,66,0.17810349157707606,0.6953125
19,19,0.17824556082216247,0.703125
90,89,0.17830091071326137,0.7109375
107,107,0.17838894880404155,0.71875
101,101,0.17869216830382584,0.7265625
34,34,0.1789223701112519,0.734375
113,113,0.17892370349508724,0.7421875
5,5,0.17903020350450127,0.75
59,59,0.1790415543491406,0.7578125
12,13,0.1790512217909388,0.765625
53,53,0.1791536209238842,0.7734375
74,74,0.17940906823085356,0.78125
92,92,0.17962428180678103,0.7890625
106,105,0.17971918708667545,0.796875
13,11,0.17979333839637412,0.8046875
56,56,0.17980648151343814,0.8125
8,10,0.1799704826798898,0.8203125
16,16,0.18020208682475314,0.828125
18,18,0.18033760713198888,0.8359375
82,82,0.18040805897354062,0.84375
36,36,0.18058379926637258,0.8515625
114,114,0.18094972578495572,0.859375
80,81,0.18099804046966028,0.8671875
47,45,0.18110999917702486,0.875
119,119,0.18158502016711964,0.8828125
43,43,0.18182129463694707,0.890625
69,69,0.1820791150625496,0.8984375
91,91,0.18272760410351907,0.90625
75,75,0.1837294149692923,0.9140625
62,62,0.18442580117569207,0.921875
14,14,0.18626629191815525,0.9296875
46,46,0.18656983910469194,0.9375
15,15,0.18676348314582114,0.9453125
50,49,0.18908088584822735,0.953125
108,108,0.1892674465525772,0.9609375
51,51,0.19017128655927706,0.96875
94,94,0.19347823675019526,0.9765625
52,52,0.19570760037035484,0.984375
41,41,0.23093384087943036,0.9921875
10,9,0.2642485669784733,1.0
